fork_id,fork_name,fork_full_name,fork_owner,fork_url,fork_created_at,fork_updated_at
R_kgDOGfkBSw,variant-calling-pipeline,ferrolad/variant-calling-pipeline,ferrolad,https://github.com/ferrolad/variant-calling-pipeline,2021-12-07T05:02:41Z,2021-12-07T05:02:42Z
