Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
thehyve,opal,True,obiba/opal,False,0,1,"[{'user': 'cmicognizant', 'forked_at': '2015-05-06T05:40:52Z'}]",3,30,,True,False,7986,0,15,"[{'user': 'ymarcon', 'contributions': 2924, 'location': 'France'}, {'user': 'plaflamme', 'contributions': 959, 'location': None}, {'user': 'tonydebat', 'contributions': 340, 'location': 'Toronto, Ontario, Canada'}, {'user': 'cthiebault', 'contributions': 86, 'location': 'Lausanne, Switzerland'}, {'user': 'JanKanis', 'contributions': 78, 'location': None}, {'user': 'emorency', 'contributions': 50, 'location': 'Montreal'}, {'user': 'dwerbam', 'contributions': 42, 'location': None}, {'user': 'obiba-ci', 'contributions': 32, 'location': None}, {'user': 'alchimystic', 'contributions': 31, 'location': 'Sesimbra'}, {'user': 'nuwimana', 'contributions': 23, 'location': None}, {'user': 'kazoompa', 'contributions': 2, 'location': None}, {'user': 'apruden', 'contributions': 1, 'location': 'Montreal, QC'}, {'user': 'rnugraha', 'contributions': 1, 'location': 'Utrecht'}, {'user': 'aa542', 'contributions': 1, 'location': None}, {'user': 'forus', 'contributions': 1, 'location': 'Utrecht'}]"
obiba,opal,False,,,31,22,"[{'user': 'thiagomdiniz', 'forked_at': '2024-10-17T18:01:13Z'}, {'user': 'toskrip', 'forked_at': '2024-02-14T08:56:40Z'}, {'user': 'cckmit', 'forked_at': '2022-07-23T09:12:20Z'}, {'user': 'arkhn', 'forked_at': '2022-07-13T10:02:01Z'}, {'user': 'studentmicky', 'forked_at': '2022-01-14T08:40:56Z'}, {'user': 'mennodekker', 'forked_at': '2021-08-04T12:59:26Z'}, {'user': 'IvoLeist', 'forked_at': '2020-09-01T09:08:19Z'}, {'user': 'rljoia', 'forked_at': '2020-02-05T13:43:48Z'}, {'user': 'fossabot', 'forked_at': '2020-01-16T09:20:33Z'}, {'user': 'sidohaakma', 'forked_at': '2019-03-11T11:40:37Z'}, {'user': 'StuartWheater', 'forked_at': '2019-01-28T20:03:53Z'}, {'user': 'bhillspopdata', 'forked_at': '2019-01-21T19:06:23Z'}, {'user': 'PardasHealth', 'forked_at': '2018-04-04T12:34:05Z'}, {'user': 'Rima-B', 'forked_at': '2016-07-22T19:02:28Z'}, {'user': 'apruden', 'forked_at': '2014-11-18T18:47:44Z'}, {'user': 'thehyve', 'forked_at': '2014-05-01T08:58:40Z'}, {'user': 'manto89', 'forked_at': '2014-03-05T14:10:16Z'}, {'user': 'kazoompa', 'forked_at': '2014-01-13T17:47:10Z'}, {'user': 'pieterlukasse', 'forked_at': '2013-11-11T15:00:09Z'}, {'user': 'nuwimana', 'forked_at': '2013-05-30T14:17:42Z'}, {'user': 'emorency', 'forked_at': '2013-01-31T13:46:20Z'}]",26,30,303257.8,True,True,9641,30,20,"[{'user': 'ymarcon', 'contributions': 4589, 'location': 'France'}, {'user': 'plaflamme', 'contributions': 959, 'location': None}, {'user': 'tonydebat', 'contributions': 340, 'location': 'Toronto, Ontario, Canada'}, {'user': 'kazoompa', 'contributions': 147, 'location': None}, {'user': 'meek0', 'contributions': 130, 'location': 'Canada'}, {'user': 'cthiebault', 'contributions': 86, 'location': 'Lausanne, Switzerland'}, {'user': 'emorency', 'contributions': 50, 'location': 'Montreal'}, {'user': 'dependabot[bot]', 'contributions': 28, 'location': None}, {'user': 'obiba-ci', 'contributions': 26, 'location': None}, {'user': 'nuwimana', 'contributions': 23, 'location': None}, {'user': 'apruden', 'contributions': 10, 'location': 'Montreal, QC'}, {'user': 'AymanDF', 'contributions': 5, 'location': None}, {'user': 'firone', 'contributions': 4, 'location': 'Montréal, Canada'}, {'user': 'mennodekker', 'contributions': 2, 'location': 'Rotterdam, The Netherlands'}, {'user': 'alchimystic', 'contributions': 1, 'location': 'Sesimbra'}, {'user': 'ProgramMax', 'contributions': 1, 'location': None}, {'user': 'JanKanis', 'contributions': 1, 'location': None}, {'user': 'Rima-B', 'contributions': 1, 'location': None}, {'user': 'thiagomdiniz', 'contributions': 1, 'location': None}, {'user': 'aa542', 'contributions': 1, 'location': None}]"
thehyve,blast2html,False,,,2,1,"[{'user': 'xxay-16', 'forked_at': '2024-04-18T08:44:21Z'}]",0,0,,False,True,40,0,1,"[{'user': 'JanKanis', 'contributions': 40, 'location': None}]"
thehyve,rserver-admin,True,obiba/rserver-admin,True,0,0,[],0,0,,True,True,45,0,2,"[{'user': 'ymarcon', 'contributions': 26, 'location': 'France'}, {'user': 'obiba-ci', 'contributions': 1, 'location': None}]"
obiba,rserver-admin,False,,,2,3,"[{'user': 'kazoompa', 'forked_at': '2015-09-22T16:50:23Z'}, {'user': 'dharmeshkakadia', 'forked_at': '2015-06-04T03:57:54Z'}, {'user': 'thehyve', 'forked_at': '2014-05-16T12:38:39Z'}]",2,16,14379.0,True,False,117,8,4,"[{'user': 'ymarcon', 'contributions': 81, 'location': 'France'}, {'user': 'kazoompa', 'contributions': 9, 'location': None}, {'user': 'obiba-ci', 'contributions': 2, 'location': None}, {'user': 'meek0', 'contributions': 2, 'location': 'Canada'}]"
thehyve,opal-rserver,True,obiba/opal-rserver,False,0,0,[],0,0,,True,False,34,0,3,"[{'user': 'obiba-ci', 'contributions': 4, 'location': None}, {'user': 'ymarcon', 'contributions': 2, 'location': 'France'}, {'user': 'cthiebault', 'contributions': 1, 'location': 'Lausanne, Switzerland'}]"
obiba,opal-rserver,False,,,0,2,"[{'user': 'thehyve', 'forked_at': '2014-05-16T12:39:15Z'}, {'user': 'kazoompa', 'forked_at': '2014-03-26T17:50:00Z'}]",0,8,35842.0,True,False,82,15,5,"[{'user': 'ymarcon', 'contributions': 39, 'location': 'France'}, {'user': 'obiba-ci', 'contributions': 6, 'location': None}, {'user': 'kazoompa', 'contributions': 4, 'location': None}, {'user': 'firone', 'contributions': 2, 'location': 'Montréal, Canada'}, {'user': 'cthiebault', 'contributions': 1, 'location': 'Lausanne, Switzerland'}]"
thehyve,puppet-logrotate,True,rodjek/puppet-logrotate,False,0,0,[],3,2,,True,True,79,0,11,"[{'user': 'rodjek', 'contributions': 52, 'location': 'Sydney, Australia'}, {'user': 'timtim123456', 'contributions': 10, 'location': None}, {'user': 'dbeckham', 'contributions': 6, 'location': 'Huntsville, AL'}, {'user': 'MasonM', 'contributions': 2, 'location': 'Seattle, WA'}, {'user': 'blkperl', 'contributions': 2, 'location': 'Portland, Oregon'}, {'user': 'davidcollom', 'contributions': 1, 'location': 'UK'}, {'user': 'cataphract', 'contributions': 1, 'location': 'Almada, Portugal'}, {'user': 'gudlyf', 'contributions': 1, 'location': 'New England, USA'}, {'user': 'mmoll', 'contributions': 1, 'location': None}, {'user': 'aussielunix', 'contributions': 1, 'location': 'Sydney, Australia'}, {'user': 'nhuff', 'contributions': 1, 'location': 'Billings,MT'}]"
rodjek,puppet-logrotate,False,,,111,236,"[{'user': 'BedeGaming', 'forked_at': '2023-02-23T01:11:26Z'}, {'user': 'eddyszucs', 'forked_at': '2022-08-29T15:47:57Z'}, {'user': 'lwillek', 'forked_at': '2019-12-05T09:30:00Z'}, {'user': 'therealvenenoiot', 'forked_at': '2019-06-22T15:03:28Z'}, {'user': '1010101012101', 'forked_at': '2019-06-22T15:02:09Z'}, {'user': 'zyzyx82', 'forked_at': '2019-05-20T20:03:52Z'}, {'user': 'johnlawerance', 'forked_at': '2019-01-07T21:41:29Z'}, {'user': 'vanessafso', 'forked_at': '2018-08-17T21:52:14Z'}, {'user': 'IDBusinessSolutions', 'forked_at': '2018-08-09T15:25:28Z'}, {'user': 'oeamtc-svc-user', 'forked_at': '2018-05-03T15:55:54Z'}, {'user': 'wxcafe', 'forked_at': '2018-01-10T15:19:17Z'}, {'user': 'ubzreyes', 'forked_at': '2017-10-11T10:04:53Z'}, {'user': 'DataRecognitionCorporation', 'forked_at': '2017-03-02T16:03:53Z'}, {'user': 'nytm', 'forked_at': '2017-01-04T17:44:05Z'}, {'user': 'cu12', 'forked_at': '2017-01-04T11:46:37Z'}, {'user': 'simon77', 'forked_at': '2016-12-29T17:25:06Z'}, {'user': 'cloudsecuritylabs', 'forked_at': '2016-11-01T19:56:59Z'}, {'user': 'discovery-digital', 'forked_at': '2016-09-27T21:15:43Z'}, {'user': 'castiron', 'forked_at': '2016-09-06T17:43:19Z'}, {'user': 'efigence', 'forked_at': '2016-07-05T05:35:13Z'}, {'user': 'zarambo', 'forked_at': '2016-05-26T11:27:13Z'}, {'user': 'devis', 'forked_at': '2016-05-23T20:08:59Z'}, {'user': 'teriyakichild', 'forked_at': '2016-05-05T21:48:19Z'}, {'user': 'PeakHosting', 'forked_at': '2016-04-20T14:00:08Z'}, {'user': 'jiocloudDSS', 'forked_at': '2016-04-19T07:34:44Z'}, {'user': 'rmestrum', 'forked_at': '2016-02-21T13:52:24Z'}, {'user': 'reneluria', 'forked_at': '2016-02-11T13:46:31Z'}, {'user': 'jacobmw', 'forked_at': '2016-01-29T23:37:57Z'}, {'user': 'cristifalcas', 'forked_at': '2016-01-29T13:54:54Z'}, {'user': 'DarkHorseComics', 'forked_at': '2016-01-28T17:10:32Z'}, {'user': 'tomekit', 'forked_at': '2016-01-28T08:34:50Z'}, {'user': 'tomahc', 'forked_at': '2016-01-11T11:47:16Z'}, {'user': 'pleschev', 'forked_at': '2015-12-10T11:49:01Z'}, {'user': 'ghoneycutt', 'forked_at': '2015-11-06T22:08:12Z'}, {'user': 'skurylo', 'forked_at': '2015-10-30T21:24:53Z'}, {'user': 'Bauer-Xcel-Media', 'forked_at': '2015-10-26T15:46:09Z'}, {'user': 'Diabol', 'forked_at': '2015-10-16T07:35:52Z'}, {'user': 'joshsouza', 'forked_at': '2015-10-14T21:06:18Z'}, {'user': 'emildragu', 'forked_at': '2015-10-01T09:14:56Z'}, {'user': 'p--b', 'forked_at': '2015-09-21T06:18:57Z'}, {'user': 'DSI-Ville-Noumea', 'forked_at': '2015-09-14T00:52:40Z'}, {'user': 'boonchu', 'forked_at': '2015-08-25T18:29:56Z'}, {'user': 'carroarmato0', 'forked_at': '2015-08-24T14:05:51Z'}, {'user': 'varunarya10', 'forked_at': '2015-08-22T13:14:11Z'}, {'user': 'tux-o-matic', 'forked_at': '2015-08-21T07:40:41Z'}, {'user': 'skyscrapers', 'forked_at': '2015-08-20T12:50:18Z'}, {'user': 'weaselshit', 'forked_at': '2015-07-16T09:25:42Z'}, {'user': 'farkasmate', 'forked_at': '2015-07-14T16:29:24Z'}, {'user': 'rothsa', 'forked_at': '2015-07-01T17:56:19Z'}, {'user': 'bryancornies', 'forked_at': '2015-06-09T20:31:06Z'}, {'user': 'russellsimpkins-nyt', 'forked_at': '2015-05-27T15:34:59Z'}, {'user': 'SparkSeat', 'forked_at': '2015-05-05T21:12:36Z'}, {'user': 'itsbcit', 'forked_at': '2015-05-01T03:19:58Z'}, {'user': 'anshprat', 'forked_at': '2015-04-27T16:47:25Z'}, {'user': 'MarvinXuya', 'forked_at': '2015-04-24T22:07:23Z'}, {'user': 'tphoney', 'forked_at': '2015-04-18T00:40:10Z'}, {'user': 'dhasday', 'forked_at': '2015-04-16T14:43:37Z'}, {'user': 'stuheiss', 'forked_at': '2015-04-02T20:03:16Z'}, {'user': 'Jana-Mobile', 'forked_at': '2015-03-28T00:58:24Z'}, {'user': 'mysteq', 'forked_at': '2015-03-24T17:59:26Z'}, {'user': 'florianfa', 'forked_at': '2015-03-23T09:58:43Z'}, {'user': 'FastSociety', 'forked_at': '2015-03-09T19:11:13Z'}, {'user': 'PracaPl', 'forked_at': '2015-03-05T12:40:01Z'}, {'user': 'voxpupuli', 'forked_at': '2015-03-03T14:45:56Z'}, {'user': 'gwdg', 'forked_at': '2015-03-02T17:47:36Z'}, {'user': 'stumped2', 'forked_at': '2015-02-27T17:52:48Z'}, {'user': 'supatel-clgx', 'forked_at': '2015-02-23T21:30:33Z'}, {'user': 'coffeecoco', 'forked_at': '2015-02-12T12:24:17Z'}, {'user': 'supercow', 'forked_at': '2015-02-03T20:35:09Z'}, {'user': 'Jimdo', 'forked_at': '2015-02-03T10:35:16Z'}, {'user': 'moritzfriedrich', 'forked_at': '2015-01-14T11:07:24Z'}, {'user': 'batangamedia', 'forked_at': '2014-12-22T03:07:56Z'}, {'user': 'Adaptavist', 'forked_at': '2014-12-05T15:17:38Z'}, {'user': 'rayendumeldust', 'forked_at': '2014-11-27T03:28:45Z'}, {'user': 'mjrasobarnett', 'forked_at': '2014-11-20T10:22:39Z'}, {'user': 'ccin2p3', 'forked_at': '2014-11-04T14:23:15Z'}, {'user': 'baurmatt', 'forked_at': '2014-10-03T22:47:38Z'}, {'user': 'redhat-cip', 'forked_at': '2014-09-19T14:15:24Z'}, {'user': 'caylorme', 'forked_at': '2014-08-06T14:25:01Z'}, {'user': 'miguelgila', 'forked_at': '2014-07-24T15:54:54Z'}, {'user': 'netson', 'forked_at': '2014-07-14T10:33:26Z'}, {'user': 'arusso', 'forked_at': '2014-07-08T20:13:56Z'}, {'user': 'wolfspyre', 'forked_at': '2014-07-08T15:30:39Z'}, {'user': 'liwo', 'forked_at': '2014-06-16T09:35:29Z'}, {'user': 'thehyve', 'forked_at': '2014-05-22T09:49:18Z'}, {'user': 'copyleft', 'forked_at': '2014-05-20T13:21:51Z'}, {'user': 'ways', 'forked_at': '2014-05-20T13:21:29Z'}, {'user': 'convectionlabs', 'forked_at': '2014-04-01T16:16:54Z'}, {'user': 'blkperl', 'forked_at': '2014-03-24T18:17:50Z'}, {'user': '9thport', 'forked_at': '2014-03-05T16:04:55Z'}, {'user': 'pzim', 'forked_at': '2014-02-19T18:35:11Z'}, {'user': 'gudlyf', 'forked_at': '2014-02-14T14:15:56Z'}, {'user': 'Ambikaiyer', 'forked_at': '2014-02-06T21:16:05Z'}, {'user': 'debug001', 'forked_at': '2014-01-06T13:13:22Z'}, {'user': 'fdammeke', 'forked_at': '2013-12-16T15:39:46Z'}, {'user': 'olindata', 'forked_at': '2013-12-02T21:32:46Z'}, {'user': 'tampakrap', 'forked_at': '2013-11-03T15:56:40Z'}, {'user': 'gentoo', 'forked_at': '2013-11-03T14:11:56Z'}, {'user': 'dbeckham', 'forked_at': '2013-10-18T20:04:04Z'}, {'user': 'davidcollom', 'forked_at': '2013-09-24T13:48:54Z'}]",29,30,5434572.6,True,True,76,0,9,"[{'user': 'rodjek', 'contributions': 52, 'location': 'Sydney, Australia'}, {'user': 'timtim123456', 'contributions': 10, 'location': None}, {'user': 'dbeckham', 'contributions': 6, 'location': 'Huntsville, AL'}, {'user': 'MasonM', 'contributions': 2, 'location': 'Seattle, WA'}, {'user': 'davidcollom', 'contributions': 1, 'location': 'UK'}, {'user': 'gudlyf', 'contributions': 1, 'location': 'New England, USA'}, {'user': 'mmoll', 'contributions': 1, 'location': None}, {'user': 'aussielunix', 'contributions': 1, 'location': 'Sydney, Australia'}, {'user': 'nhuff', 'contributions': 1, 'location': 'Billings,MT'}]"
thehyve,mica,True,obiba/mica,False,0,2,"[{'user': 'cmicognizant', 'forked_at': '2015-05-28T06:18:51Z'}, {'user': 'arnabneogi', 'forked_at': '2015-02-06T13:34:53Z'}]",0,4,,True,False,3256,0,10,"[{'user': 'ymarcon', 'contributions': 574, 'location': 'France'}, {'user': 'Benbow', 'contributions': 69, 'location': 'Montréal'}, {'user': 'cthiebault', 'contributions': 56, 'location': 'Lausanne, Switzerland'}, {'user': 'emorency', 'contributions': 51, 'location': 'Montreal'}, {'user': 'plaflamme', 'contributions': 49, 'location': None}, {'user': 'dwerbam', 'contributions': 36, 'location': None}, {'user': 'smirfolio', 'contributions': 18, 'location': None}, {'user': 'JanKanis', 'contributions': 4, 'location': None}, {'user': 'alchimystic', 'contributions': 1, 'location': 'Sesimbra'}, {'user': 'rnugraha', 'contributions': 1, 'location': 'Utrecht'}]"
obiba,mica,False,,,4,9,"[{'user': 'apruden', 'forked_at': '2014-11-19T17:09:26Z'}, {'user': 'thehyve', 'forked_at': '2014-05-27T08:47:29Z'}, {'user': 'smirfolio', 'forked_at': '2014-05-01T19:57:13Z'}, {'user': 'Benbow', 'forked_at': '2013-05-09T14:39:04Z'}, {'user': 'kazoompa', 'forked_at': '2012-12-03T14:37:33Z'}, {'user': 'emorency', 'forked_at': '2012-11-16T01:21:24Z'}]",0,30,,True,False,3264,0,6,"[{'user': 'ymarcon', 'contributions': 582, 'location': 'France'}, {'user': 'Benbow', 'contributions': 69, 'location': 'Montréal'}, {'user': 'cthiebault', 'contributions': 62, 'location': 'Lausanne, Switzerland'}, {'user': 'smirfolio', 'contributions': 56, 'location': None}, {'user': 'emorency', 'contributions': 51, 'location': 'Montreal'}, {'user': 'plaflamme', 'contributions': 49, 'location': None}]"
thehyve,galaxytools,True,bgruening/galaxytools,False,0,0,[],0,0,,True,True,1334,0,11,"[{'user': 'bgruening', 'contributions': 1131, 'location': 'Freiburg (Germany)'}, {'user': 'nsoranzo', 'contributions': 43, 'location': 'Norwich, UK'}, {'user': 'TorHou', 'contributions': 34, 'location': 'Robert-Koch-Institut, Berlin'}, {'user': 'peterjc', 'contributions': 5, 'location': 'Dundee, Scotland, UK'}, {'user': 'JanKanis', 'contributions': 4, 'location': None}, {'user': 'bwlang', 'contributions': 3, 'location': None}, {'user': 'iracooke', 'contributions': 3, 'location': 'Townsville Australia'}, {'user': 'blankenberg', 'contributions': 2, 'location': 'Cleveland, OH, USA'}, {'user': 'sbleher', 'contributions': 2, 'location': None}, {'user': 'hackdna', 'contributions': 1, 'location': None}, {'user': 'puva', 'contributions': 1, 'location': 'Genoa, Italy'}]"
