Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
astrazeneca,SubTab,False,,,143,19,"[{'user': 'jose-melo', 'forked_at': '2024-11-16T05:08:59Z'}, {'user': 'trdhkwon', 'forked_at': '2024-05-31T01:12:31Z'}, {'user': 'YCdreaming1', 'forked_at': '2024-05-29T19:56:20Z'}, {'user': 'crawlik', 'forked_at': '2024-02-15T17:05:20Z'}, {'user': 'Rachecave', 'forked_at': '2023-07-04T01:39:21Z'}, {'user': 'mambo06', 'forked_at': '2023-06-19T22:00:35Z'}, {'user': 'luozhengdong', 'forked_at': '2023-05-05T03:28:47Z'}, {'user': 'explcre', 'forked_at': '2023-04-26T21:11:33Z'}, {'user': 'aegis301', 'forked_at': '2022-10-26T08:56:54Z'}, {'user': 'rlaplaza', 'forked_at': '2022-06-28T09:37:01Z'}, {'user': 'SachinG007', 'forked_at': '2022-04-16T06:23:35Z'}, {'user': 'vishalbelsare', 'forked_at': '2022-03-15T15:19:11Z'}, {'user': 'ByungSun', 'forked_at': '2022-02-10T05:08:56Z'}, {'user': 'shouhengtuo', 'forked_at': '2022-01-30T03:11:56Z'}, {'user': 'messirmessirmessir', 'forked_at': '2021-12-26T17:24:04Z'}, {'user': 'anant-dadu', 'forked_at': '2021-12-22T20:24:36Z'}, {'user': 'ejdzenem', 'forked_at': '2021-12-12T23:53:00Z'}, {'user': 'jeongwhanchoi', 'forked_at': '2021-10-15T09:18:22Z'}, {'user': 'harana-oss', 'forked_at': '2021-10-14T02:48:26Z'}, {'user': 'DataLearns', 'forked_at': '2021-10-12T07:59:11Z'}]",1,16,21649.25,True,True,18,0,1,"[{'user': 'talipucar', 'contributions': 18, 'location': None}]"
astrazeneca,awesome-drug-discovery-knowledge-graphs,False,,,216,23,"[{'user': 'zc0616', 'forked_at': '2024-09-13T06:13:43Z'}, {'user': 'MostafaGhaderian', 'forked_at': '2024-07-24T06:46:06Z'}, {'user': 'tommyyama2020', 'forked_at': '2024-07-20T12:52:23Z'}, {'user': 'RSIHLABS', 'forked_at': '2024-06-28T00:28:24Z'}, {'user': 'jie7056', 'forked_at': '2023-12-29T09:11:08Z'}, {'user': 'xuexi567', 'forked_at': '2023-12-18T15:33:52Z'}, {'user': 'shbrief', 'forked_at': '2023-08-30T17:48:10Z'}, {'user': 'DCGenomics', 'forked_at': '2023-08-06T00:03:45Z'}, {'user': 'zekarias-tilahun', 'forked_at': '2023-05-05T08:35:16Z'}, {'user': 'christiancontemori', 'forked_at': '2023-03-20T11:19:04Z'}, {'user': 'NIKE-ADIDAS', 'forked_at': '2023-02-03T13:54:22Z'}, {'user': 'Dongcf', 'forked_at': '2023-01-12T03:37:22Z'}, {'user': 'bolak92', 'forked_at': '2022-09-23T20:32:16Z'}, {'user': 'arifx', 'forked_at': '2022-08-30T11:43:02Z'}, {'user': 'Mars-Wei', 'forked_at': '2022-08-25T03:59:04Z'}, {'user': 'tony109060581', 'forked_at': '2022-04-12T09:27:33Z'}, {'user': 'amalsebastian7', 'forked_at': '2022-02-24T14:23:44Z'}, {'user': 'luomor-ai', 'forked_at': '2022-02-23T15:43:29Z'}, {'user': 'tiger-tiger', 'forked_at': '2022-02-22T09:42:32Z'}, {'user': 'sitch', 'forked_at': '2022-02-02T16:00:29Z'}, {'user': 'kchennen', 'forked_at': '2022-01-03T10:01:29Z'}, {'user': 'shunsunsun', 'forked_at': '2021-11-30T03:59:37Z'}]",0,4,,True,True,35,2,3,"[{'user': 'sbonner0', 'contributions': 33, 'location': 'United Kingdom'}, {'user': 'DCGenomics', 'contributions': 1, 'location': 'Pittsburgh, PA'}, {'user': 'ethanknights', 'contributions': 1, 'location': 'Cambridge, UK'}]"
astrazeneca,rexmex,False,,,281,25,"[{'user': 'Sriharshitha842', 'forked_at': '2025-01-11T07:08:36Z'}, {'user': 'fcas', 'forked_at': '2024-05-18T22:04:38Z'}, {'user': 'mughetto', 'forked_at': '2023-08-21T09:02:46Z'}, {'user': 'plowsai', 'forked_at': '2023-07-06T07:27:49Z'}, {'user': 'sbonner0', 'forked_at': '2023-06-01T07:54:53Z'}, {'user': 'kembaliharaptutup', 'forked_at': '2022-12-31T00:41:30Z'}, {'user': 'yinhaiAZ', 'forked_at': '2022-06-16T10:33:11Z'}, {'user': 'joskid', 'forked_at': '2022-04-25T14:50:54Z'}, {'user': 'nisnab', 'forked_at': '2022-03-23T14:01:35Z'}, {'user': 'vishalbelsare', 'forked_at': '2022-03-15T15:19:08Z'}, {'user': 'aitorAG', 'forked_at': '2022-03-04T09:00:24Z'}, {'user': 'dimmu', 'forked_at': '2022-03-01T23:51:38Z'}, {'user': 'EderBuug', 'forked_at': '2022-02-25T15:45:49Z'}, {'user': 'Creative-Research-Project-v1-1', 'forked_at': '2022-02-22T21:37:54Z'}, {'user': 'tawabshakeel', 'forked_at': '2022-02-22T17:48:23Z'}, {'user': 'AyushExel', 'forked_at': '2022-01-28T13:16:14Z'}, {'user': 'quocdat32461997', 'forked_at': '2022-01-18T23:05:34Z'}, {'user': 'stjordanis', 'forked_at': '2022-01-10T21:59:51Z'}, {'user': 'rlebron-bioinfo', 'forked_at': '2022-01-10T14:20:47Z'}, {'user': 'mberr', 'forked_at': '2021-12-08T15:38:58Z'}, {'user': 'GavEdwards', 'forked_at': '2021-12-03T10:43:01Z'}, {'user': 'techthiyanes', 'forked_at': '2021-12-02T12:04:05Z'}, {'user': 'dav009', 'forked_at': '2021-12-01T08:23:25Z'}, {'user': 'QUSEIT', 'forked_at': '2021-12-01T03:41:21Z'}, {'user': 'cthoyt', 'forked_at': '2021-11-29T18:25:19Z'}, {'user': 'DataLearns', 'forked_at': '2021-11-25T07:04:56Z'}]",3,30,446632.0,True,True,530,17,8,"[{'user': 'benedekrozemberczki', 'contributions': 372, 'location': 'United Kingdom'}, {'user': 'cthoyt', 'contributions': 66, 'location': 'Bonn, Germany'}, {'user': 'kajocina', 'contributions': 49, 'location': 'Spain'}, {'user': 'sebastiandro', 'contributions': 27, 'location': 'Gothenburg, Sweden'}, {'user': 'GavEdwards', 'contributions': 8, 'location': 'UK'}, {'user': 'sbonner0', 'contributions': 3, 'location': 'United Kingdom'}, {'user': 'dobraczka', 'contributions': 2, 'location': 'Leipzig'}, {'user': 'mughetto', 'contributions': 2, 'location': 'Gothenburg'}]"
astrazeneca,skywalkR-graph-features,False,,,10,5,"[{'user': 'abearab', 'forked_at': '2023-08-03T02:30:52Z'}, {'user': 'NIKE-ADIDAS', 'forked_at': '2023-02-03T13:44:45Z'}, {'user': 'kelly1210', 'forked_at': '2022-04-21T03:33:35Z'}, {'user': 'tianyuzelin', 'forked_at': '2022-04-14T09:26:34Z'}, {'user': 'deepsystemspharmacology', 'forked_at': '2022-03-07T12:36:34Z'}]",0,2,,True,True,21,1,2,"[{'user': 'gogleva', 'contributions': 3, 'location': 'Cambridge, UK'}, {'user': 'mughetto', 'contributions': 2, 'location': 'Gothenburg'}]"
astrazeneca,MVDA_exploration_tools,False,,,5,1,"[{'user': 'MJosefson', 'forked_at': '2023-06-07T22:06:40Z'}]",0,3,,True,True,18,0,1,"[{'user': 'MJosefson', 'contributions': 18, 'location': None}]"
astrazeneca,StarGazer,False,,,33,13,"[{'user': 'ashokdwivedi', 'forked_at': '2025-02-04T14:11:36Z'}, {'user': 'Health-Universe', 'forked_at': '2024-05-02T18:36:31Z'}, {'user': 'zzgw', 'forked_at': '2023-12-13T21:54:30Z'}, {'user': 'zhengzha2000', 'forked_at': '2023-12-04T02:48:49Z'}, {'user': 'Health-Universe', 'forked_at': '2023-08-30T18:23:28Z'}, {'user': 'networkbiology-graphml', 'forked_at': '2023-01-23T14:06:50Z'}, {'user': 'bbyun28', 'forked_at': '2022-12-22T02:31:19Z'}, {'user': 'Ammounaliza', 'forked_at': '2022-11-22T09:02:50Z'}, {'user': 'aadorian', 'forked_at': '2022-10-25T18:40:47Z'}, {'user': 'jonjoncardoso', 'forked_at': '2022-06-28T15:29:11Z'}, {'user': 'bkbonde', 'forked_at': '2022-06-01T23:52:44Z'}, {'user': 'cactusspine', 'forked_at': '2022-05-19T09:00:35Z'}, {'user': 'Damonlin11', 'forked_at': '2022-05-16T03:36:18Z'}]",17,8,,True,True,5,0,1,"[{'user': 'stefanoborini', 'contributions': 1, 'location': 'Cambridge, UK'}]"
astrazeneca,chemicalx,False,,,727,88,"[{'user': 'prajwal369', 'forked_at': '2024-12-12T20:18:43Z'}, {'user': 'rspanhol', 'forked_at': '2024-10-14T13:45:03Z'}, {'user': 'fcas', 'forked_at': '2024-05-19T01:31:04Z'}, {'user': 'lucag2', 'forked_at': '2024-04-13T23:09:52Z'}, {'user': 'avamos2', 'forked_at': '2024-04-11T01:37:48Z'}, {'user': 'healthwhale', 'forked_at': '2024-01-02T22:47:34Z'}, {'user': 'vhwebdesigner', 'forked_at': '2023-11-09T09:09:35Z'}, {'user': 'qiaoyu-tan', 'forked_at': '2023-10-26T01:49:14Z'}, {'user': 'mughetto', 'forked_at': '2023-08-25T13:26:12Z'}, {'user': 'cgeof', 'forked_at': '2023-07-10T12:56:38Z'}, {'user': 'kuankuan0222', 'forked_at': '2023-06-10T12:29:41Z'}, {'user': 'Bishnukuet', 'forked_at': '2023-06-07T05:17:04Z'}, {'user': 'apcial1', 'forked_at': '2023-06-02T10:39:20Z'}, {'user': 'JJaniel', 'forked_at': '2023-05-30T07:12:24Z'}, {'user': 'BrennaDeadyw', 'forked_at': '2023-04-09T02:13:37Z'}, {'user': 'sarwanpasha', 'forked_at': '2023-02-06T03:34:45Z'}, {'user': 'NickDST', 'forked_at': '2023-01-20T00:58:16Z'}, {'user': 'avi-pomicell', 'forked_at': '2022-12-20T08:12:34Z'}, {'user': 'ajunlonglive', 'forked_at': '2022-12-17T12:49:48Z'}, {'user': 'mengfei25', 'forked_at': '2022-12-16T03:19:09Z'}, {'user': 'gg-big-org', 'forked_at': '2022-12-15T18:58:59Z'}, {'user': 'Sameensanobarsubiya', 'forked_at': '2022-12-15T12:16:27Z'}, {'user': 'shouhengtuo', 'forked_at': '2022-11-24T08:06:06Z'}, {'user': 'Xiangyan93', 'forked_at': '2022-11-01T21:08:25Z'}, {'user': 'amanzadi', 'forked_at': '2022-10-26T18:18:29Z'}, {'user': 'cshukai', 'forked_at': '2022-10-21T20:23:20Z'}, {'user': 'yingzi0', 'forked_at': '2022-09-26T14:57:34Z'}, {'user': 'NDS-VU', 'forked_at': '2022-09-16T17:31:41Z'}, {'user': 'cpusummer-wdn', 'forked_at': '2022-09-08T01:00:25Z'}, {'user': 'GarryMorris', 'forked_at': '2022-08-20T23:40:56Z'}, {'user': 'rnaimehaom', 'forked_at': '2022-08-11T17:11:26Z'}, {'user': 'aliushn', 'forked_at': '2022-08-05T09:47:45Z'}, {'user': 'gaoshan2006', 'forked_at': '2022-07-27T06:51:23Z'}, {'user': 'KeangZHU', 'forked_at': '2022-07-10T04:09:20Z'}, {'user': 'minoh0201', 'forked_at': '2022-06-21T16:42:21Z'}, {'user': 'abchotujnn1', 'forked_at': '2022-05-23T18:06:53Z'}, {'user': 'desmondteoch', 'forked_at': '2022-05-23T14:31:02Z'}, {'user': 'TerrisGO', 'forked_at': '2022-05-23T11:03:33Z'}, {'user': 'joskid', 'forked_at': '2022-04-25T14:50:23Z'}, {'user': 'Abdulk084', 'forked_at': '2022-04-24T15:06:58Z'}, {'user': 'tianyuzelin', 'forked_at': '2022-04-15T10:57:45Z'}, {'user': 'whitehat32', 'forked_at': '2022-04-07T14:50:33Z'}, {'user': 'limberc', 'forked_at': '2022-04-04T04:18:22Z'}, {'user': 'Mew233', 'forked_at': '2022-03-31T03:58:04Z'}, {'user': 'eaglepython', 'forked_at': '2022-03-28T17:35:31Z'}, {'user': 'dualword', 'forked_at': '2022-03-27T17:34:33Z'}, {'user': 'VinayaSathyanarayana', 'forked_at': '2022-03-20T03:55:52Z'}, {'user': 'gcostaneto', 'forked_at': '2022-03-20T00:56:56Z'}, {'user': 'bkbonde', 'forked_at': '2022-03-18T09:20:59Z'}, {'user': 'gachet', 'forked_at': '2022-03-17T19:44:06Z'}, {'user': 'nvmoyar', 'forked_at': '2022-03-17T09:22:57Z'}, {'user': 'Takshan', 'forked_at': '2022-03-17T05:51:31Z'}, {'user': 'antiverso', 'forked_at': '2022-03-16T21:03:55Z'}, {'user': 'MarkusSagen', 'forked_at': '2022-03-16T13:39:50Z'}, {'user': 'sukritipaul05', 'forked_at': '2022-03-16T08:31:30Z'}, {'user': 'ardeat', 'forked_at': '2022-03-16T03:40:15Z'}, {'user': 'abhishekdutt-blr', 'forked_at': '2022-03-15T22:08:10Z'}, {'user': 'masinde70', 'forked_at': '2022-03-15T16:57:39Z'}, {'user': 'vishalbelsare', 'forked_at': '2022-03-15T15:17:33Z'}, {'user': 'chsreenivas-india', 'forked_at': '2022-03-15T11:47:12Z'}, {'user': 'Minh-CaoLeCong', 'forked_at': '2022-03-15T07:00:49Z'}, {'user': 'Manu87DS', 'forked_at': '2022-03-14T20:59:35Z'}, {'user': 'bbyun28', 'forked_at': '2022-03-03T05:55:11Z'}, {'user': 'dimmu', 'forked_at': '2022-03-01T23:47:21Z'}, {'user': 'stjordanis', 'forked_at': '2022-02-28T02:48:35Z'}, {'user': 'amgfernandes', 'forked_at': '2022-02-24T14:48:25Z'}, {'user': 'fathimhiri', 'forked_at': '2022-02-24T13:11:50Z'}, {'user': 'vivek1240', 'forked_at': '2022-02-24T09:20:25Z'}, {'user': 'Manikant92', 'forked_at': '2022-02-24T07:04:36Z'}, {'user': 'ngo010', 'forked_at': '2022-02-16T01:46:06Z'}, {'user': 'shiyx409', 'forked_at': '2022-02-15T09:21:47Z'}, {'user': 'bbaillif', 'forked_at': '2022-02-11T17:25:31Z'}, {'user': 'deepsystemspharmacology', 'forked_at': '2022-02-10T19:42:49Z'}, {'user': 'terragord7', 'forked_at': '2022-02-10T09:48:00Z'}, {'user': 'GavEdwards', 'forked_at': '2022-02-03T22:10:20Z'}, {'user': 'yuwvandy', 'forked_at': '2022-02-02T21:38:47Z'}, {'user': 'andriy-nikolov', 'forked_at': '2022-02-02T13:58:13Z'}, {'user': 'LaplaceKorea', 'forked_at': '2022-01-29T06:50:57Z'}, {'user': 'andrejlamov', 'forked_at': '2022-01-28T16:30:08Z'}, {'user': 'AmeerHamza111', 'forked_at': '2022-01-20T13:06:21Z'}, {'user': 'quocdat32461997', 'forked_at': '2022-01-18T22:57:51Z'}, {'user': 'sebastiandro', 'forked_at': '2022-01-17T15:56:25Z'}, {'user': 'hzcheney', 'forked_at': '2022-01-14T16:29:29Z'}, {'user': 'kkaris', 'forked_at': '2022-01-12T01:22:06Z'}, {'user': 'bgyori', 'forked_at': '2022-01-04T16:49:51Z'}, {'user': 'sailfish009', 'forked_at': '2021-12-18T03:07:12Z'}, {'user': 'cthoyt', 'forked_at': '2021-12-15T19:51:54Z'}]",8,30,2140302.1,True,False,318,10,12,"[{'user': 'benedekrozemberczki', 'contributions': 276, 'location': 'United Kingdom'}, {'user': 'cthoyt', 'contributions': 28, 'location': 'Bonn, Germany'}, {'user': 'bgyori', 'contributions': 2, 'location': 'Boston, MA, USA'}, {'user': 'kajocina', 'contributions': 2, 'location': 'Spain'}, {'user': 'andrejlamov', 'contributions': 1, 'location': 'Gothenburg, Sweden'}, {'user': 'andriy-nikolov', 'contributions': 1, 'location': None}, {'user': 'bliutech', 'contributions': 1, 'location': 'Los Angeles, CA'}, {'user': 'sebastiandro', 'contributions': 1, 'location': 'Gothenburg, Sweden'}, {'user': 'yuwvandy', 'contributions': 1, 'location': 'Eugene, Oregon'}, {'user': 'avi-pomicell', 'contributions': 1, 'location': None}, {'user': 'kkaris', 'contributions': 1, 'location': None}, {'user': 'hzcheney', 'contributions': 1, 'location': 'Sydney'}]"
astrazeneca,multitask_impute,False,,,1,0,[],0,0,,True,True,2,0,1,"[{'user': 'sophiep96', 'contributions': 2, 'location': None}]"
astrazeneca,runnable,False,,,39,4,"[{'user': 'vijayvammi', 'forked_at': '2024-01-29T07:28:36Z'}, {'user': 'edublancas', 'forked_at': '2023-02-08T21:14:44Z'}, {'user': 'singhsimran39', 'forked_at': '2022-05-31T21:52:03Z'}, {'user': 'vishalbelsare', 'forked_at': '2022-03-15T15:19:45Z'}]",15,30,1461771.625,True,True,187,28,3,"[{'user': 'vijayvammi', 'contributions': 179, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 6, 'location': None}, {'user': 'edublancas', 'contributions': 1, 'location': None}]"
astrazeneca,magnus-extensions,False,,,3,1,"[{'user': 'jc639', 'forked_at': '2023-06-08T14:40:37Z'}]",5,30,3769742.5,True,True,111,15,2,"[{'user': 'vijayvammi', 'contributions': 104, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 1, 'location': None}]"
astrazeneca,data-science-python-course,False,,,20,16,"[{'user': 'annujk', 'forked_at': '2025-01-31T17:22:38Z'}, {'user': 'deepakrajbhar15', 'forked_at': '2024-06-07T14:09:12Z'}, {'user': 'hakancelik', 'forked_at': '2024-05-29T12:56:21Z'}, {'user': 'Paresh9299', 'forked_at': '2024-05-05T07:10:41Z'}, {'user': 'Jamie-hb', 'forked_at': '2023-09-25T13:37:11Z'}, {'user': 'jhumku', 'forked_at': '2023-04-25T12:28:41Z'}, {'user': 'jiyoungkimcr', 'forked_at': '2023-04-24T11:19:38Z'}, {'user': 'aradar46', 'forked_at': '2023-02-19T20:35:16Z'}, {'user': 'abdalla-diaai', 'forked_at': '2022-11-12T19:38:20Z'}, {'user': 'ozieblo-michal', 'forked_at': '2022-10-16T12:40:50Z'}, {'user': 'cashew-nut', 'forked_at': '2022-06-28T12:13:44Z'}, {'user': 'kim9296', 'forked_at': '2022-06-21T05:53:38Z'}, {'user': 'jgcwell', 'forked_at': '2022-03-14T16:05:28Z'}, {'user': 'leosouliotis', 'forked_at': '2022-03-09T10:43:43Z'}, {'user': 'mxib', 'forked_at': '2022-03-01T14:58:53Z'}, {'user': 'ozlemozgur', 'forked_at': '2022-02-27T16:16:15Z'}]",0,8,,True,True,140,0,3,"[{'user': 'semacu', 'contributions': 94, 'location': 'Cambridge, UK'}, {'user': 'leosouliotis', 'contributions': 18, 'location': 'Cambridge'}, {'user': 'Jamie-hb', 'contributions': 12, 'location': 'Oxford, UK'}]"
astrazeneca,jazzy,False,,,80,6,"[{'user': 'cmwoodley', 'forked_at': '2024-04-17T14:39:15Z'}, {'user': 'lewismervin1', 'forked_at': '2023-03-30T11:25:41Z'}, {'user': 'yansonggu', 'forked_at': '2023-03-27T19:49:38Z'}, {'user': 'lucas-andre', 'forked_at': '2023-03-26T19:43:35Z'}, {'user': 'UnixJunkie', 'forked_at': '2023-03-22T01:40:39Z'}, {'user': 'Kaziaa', 'forked_at': '2023-03-16T08:52:52Z'}]",19,30,301751.5,True,True,215,14,3,"[{'user': 'dependabot[bot]', 'contributions': 154, 'location': None}, {'user': 'ghiander', 'contributions': 34, 'location': 'United Kingdom'}, {'user': 'f3rmion', 'contributions': 27, 'location': 'Earth'}]"
astrazeneca,biomedical-kg-topological-imbalance,False,,,17,0,[],0,30,,True,True,71,3,2,"[{'user': 'sbonner0', 'contributions': 36, 'location': 'United Kingdom'}, {'user': 'dependabot[bot]', 'contributions': 35, 'location': None}]"
astrazeneca,INSPECTumours,False,,,0,1,"[{'user': 'olololyaa', 'forked_at': '2022-03-14T07:48:59Z'}]",3,6,,True,True,29,0,3,"[{'user': 'olololyaa', 'contributions': 6, 'location': None}, {'user': 'BairuZhang', 'contributions': 5, 'location': None}, {'user': 'pkoaz', 'contributions': 1, 'location': 'Gothenburg, Sweden'}]"
astrazeneca,judgyprophet,False,,,59,2,"[{'user': 'kzh22', 'forked_at': '2022-07-22T21:03:18Z'}, {'user': 'ivanachillee', 'forked_at': '2022-03-31T16:46:10Z'}]",2,3,75.0,True,True,10,1,1,"[{'user': 'IsaGrue', 'contributions': 1, 'location': None}]"
astrazeneca,kgem-in-drug-discovery,False,,,33,6,"[{'user': 'networkbiology-graphml', 'forked_at': '2023-02-15T23:18:52Z'}, {'user': 'mabel-qq-yao', 'forked_at': '2022-10-07T16:57:14Z'}, {'user': 'arifx', 'forked_at': '2022-08-30T11:42:22Z'}, {'user': 'YojanaGadiya', 'forked_at': '2022-08-19T14:20:37Z'}, {'user': 'ntnshrm', 'forked_at': '2022-08-14T12:50:49Z'}, {'user': 'nlp-kg', 'forked_at': '2022-06-11T22:35:10Z'}]",0,20,9251.0,True,True,25,1,2,"[{'user': 'dependabot[bot]', 'contributions': 19, 'location': None}, {'user': 'sbonner0', 'contributions': 6, 'location': 'United Kingdom'}]"
astrazeneca,awesome-shapley-value,False,,,145,12,"[{'user': 'qy513449931', 'forked_at': '2024-11-04T14:31:56Z'}, {'user': 'Venatoral', 'forked_at': '2024-08-29T04:55:31Z'}, {'user': 'Shi-YiWei', 'forked_at': '2024-01-26T18:01:07Z'}, {'user': 'Columbine21', 'forked_at': '2023-11-01T09:21:58Z'}, {'user': 'rese1f', 'forked_at': '2023-08-20T11:42:51Z'}, {'user': 'xiemeigongzi', 'forked_at': '2023-02-06T05:50:01Z'}, {'user': 'xmftweng', 'forked_at': '2022-12-09T12:47:41Z'}, {'user': 'ljcode621520', 'forked_at': '2022-12-08T14:50:03Z'}, {'user': 'Tzq2doc', 'forked_at': '2022-10-25T04:20:33Z'}, {'user': 'adbmd', 'forked_at': '2022-07-02T16:14:56Z'}, {'user': 'prateekchandrajha', 'forked_at': '2022-06-28T05:13:13Z'}, {'user': 'AsclepiusInformatica', 'forked_at': '2022-06-22T16:45:53Z'}]",0,0,,True,True,87,1,1,"[{'user': 'benedekrozemberczki', 'contributions': 87, 'location': 'United Kingdom'}]"
astrazeneca,onto_merger,False,,,94,6,"[{'user': 'adelsonsena', 'forked_at': '2024-07-22T21:41:55Z'}, {'user': 'mughetto', 'forked_at': '2023-08-08T08:13:07Z'}, {'user': 'ashwinn-v', 'forked_at': '2022-10-14T17:47:46Z'}, {'user': 'Shicheng-Guo', 'forked_at': '2022-06-24T02:36:34Z'}, {'user': 'stjordanis', 'forked_at': '2022-06-14T12:50:53Z'}, {'user': 'nlp-kg', 'forked_at': '2022-05-14T16:36:50Z'}]",5,28,,True,True,241,0,3,"[{'user': 'dgeleta', 'contributions': 191, 'location': None}, {'user': 'benedekrozemberczki', 'contributions': 45, 'location': 'United Kingdom'}, {'user': 'mughetto', 'contributions': 3, 'location': 'Gothenburg'}]"
astrazeneca,ConvCaps-DR,False,,,4,0,[],3,5,,True,True,3,0,2,"[{'user': 'jpviguerasguillen', 'contributions': 2, 'location': 'Munich (Germany)'}, {'user': 'dependabot[bot]', 'contributions': 1, 'location': None}]"
astrazeneca,OCT_publication,False,,,3,1,"[{'user': 'RSIHLABS', 'forked_at': '2024-06-28T00:28:03Z'}]",0,0,,True,True,1,0,1,"[{'user': 'pkoaz', 'contributions': 1, 'location': 'Gothenburg, Sweden'}]"
astrazeneca,Siamese-Regression-Pairing,False,,,7,2,"[{'user': 'nicospinu', 'forked_at': '2024-03-26T08:33:47Z'}, {'user': 'jcheminform', 'forked_at': '2023-09-05T00:10:26Z'}]",0,0,,True,True,21,0,1,"[{'user': 'yumengzhang1998', 'contributions': 21, 'location': None}]"
astrazeneca,fragler,False,,,3,1,"[{'user': 'tangweijr', 'forked_at': '2022-07-09T04:50:38Z'}]",0,0,,True,True,2,0,2,"[{'user': 'pkoaz', 'contributions': 1, 'location': 'Gothenburg, Sweden'}, {'user': 'petr-volkov-az', 'contributions': 1, 'location': None}]"
astrazeneca,maraca,False,,,3,0,[],1,30,10331249.666666666,True,True,396,0,4,"[{'user': 'stefanoborini', 'contributions': 247, 'location': 'Cambridge, UK'}, {'user': 'Monika-H', 'contributions': 112, 'location': None}, {'user': 'Karpefors', 'contributions': 21, 'location': None}, {'user': 'Samve', 'contributions': 15, 'location': None}]"
astrazeneca,PatientSafetyKG,False,,,4,2,"[{'user': 'sunfeng06', 'forked_at': '2022-11-13T11:41:04Z'}, {'user': 'amsimms', 'forked_at': '2022-08-09T19:26:35Z'}]",0,0,,True,True,1,0,1,"[{'user': 'asipra2003', 'contributions': 1, 'location': None}]"
astrazeneca,VecNER,False,,,24,0,[],2,2,,True,True,8,0,2,"[{'user': 'GChrysostomou', 'contributions': 6, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 2, 'location': None}]"
astrazeneca,KAZU,False,,,81,7,"[{'user': 'laulopezreal', 'forked_at': '2024-10-10T12:54:56Z'}, {'user': 'ronfinn', 'forked_at': '2024-09-05T14:27:59Z'}, {'user': 'dmcheon', 'forked_at': '2024-07-13T05:55:27Z'}, {'user': 'NHANNGUYEN1610', 'forked_at': '2024-06-19T12:41:19Z'}, {'user': 'svlandeg', 'forked_at': '2023-11-03T08:45:35Z'}, {'user': 'RichJackson', 'forked_at': '2022-12-01T16:19:40Z'}, {'user': 'EFord36', 'forked_at': '2022-12-01T10:43:10Z'}]",34,30,5306839.0,True,False,4424,24,11,"[{'user': 'RichJackson', 'contributions': 2582, 'location': None}, {'user': 'EFord36', 'contributions': 1345, 'location': None}, {'user': 'rsbf', 'contributions': 211, 'location': None}, {'user': 'b-r-u-n-o-c', 'contributions': 82, 'location': None}, {'user': 'paluchasz', 'contributions': 35, 'location': 'Cambridge, UK'}, {'user': 'southalln', 'contributions': 30, 'location': None}, {'user': 'wonjininfo', 'contributions': 23, 'location': 'Boston, USA'}, {'user': 'dependabot[bot]', 'contributions': 9, 'location': None}, {'user': 'svlandeg', 'contributions': 6, 'location': 'Belgium'}, {'user': 'yanneyanne', 'contributions': 3, 'location': 'Sweden'}, {'user': 'ikuzart', 'contributions': 2, 'location': 'Cambridge, United Kingdom'}]"
astrazeneca,verbReduce,False,,,1,0,[],4,1,,True,True,14,0,1,"[{'user': 'RanganThaya', 'contributions': 14, 'location': None}]"
astrazeneca,gonogo,False,,,0,0,[],0,0,,True,True,1,0,1,"[{'user': 'vlopezj', 'contributions': 1, 'location': None}]"
astrazeneca,Multimodal_NSCLC,False,,,6,0,[],1,0,,True,True,7,0,1,"[{'user': 'jellen44', 'contributions': 7, 'location': None}]"
astrazeneca,napari-wsi,False,,,16,1,"[{'user': 'pmplewa', 'forked_at': '2023-02-01T13:25:47Z'}]",1,11,6812.0,True,False,41,8,2,"[{'user': 'pmplewa', 'contributions': 38, 'location': None}, {'user': 'robertschweizer', 'contributions': 3, 'location': 'Munich, Germany'}]"
astrazeneca,ibd-interpret,False,,,16,2,"[{'user': 'CaiYitao', 'forked_at': '2023-03-30T09:24:16Z'}, {'user': 'Nik0l', 'forked_at': '2023-03-03T12:16:29Z'}]",0,0,,True,True,5,0,1,"[{'user': 'ricardomokhtari', 'contributions': 5, 'location': None}]"
astrazeneca,persist-seq-galaxy-tools-setup,False,,,0,0,[],0,13,,True,True,376,3,6,"[{'user': 'pcm32', 'contributions': 245, 'location': None}, {'user': 'anilthanki', 'contributions': 114, 'location': 'Norwich/Cambridge, UK'}, {'user': 'pinin4fjords', 'contributions': 6, 'location': 'Glasgow, UK'}, {'user': 'a-solovyev12', 'contributions': 5, 'location': 'Cambridge, UK'}, {'user': 'irisdianauy', 'contributions': 5, 'location': None}, {'user': 'nomadscientist', 'contributions': 1, 'location': 'Milton Keynes'}]"
astrazeneca,survextrap-excesshazards,False,,,2,1,"[{'user': 'annujk', 'forked_at': '2025-01-31T17:16:13Z'}]",0,0,,True,True,4,0,1,"[{'user': 'mikesweeting', 'contributions': 4, 'location': None}]"
