id,title,state,created_at,updated_at,closed_at,body,user,url
I_kwDOH1FmeM6cJVav,I can not pass cnvnator process. ,OPEN,2024-10-28T22:26:02Z,2024-10-29T13:42:15Z,,"Hello, I am trying to find SV on bacterial genome. I tried use ProcaryaSV and I can not solve this problem from cnvnator. 
[B110-LEG3394_L3_cnvnator.log](https://github.com/user-attachments/files/17549426/B110-LEG3394_L3_cnvnator.log)

Thank you in advance ",Yothin-H,https://github.com/robinjugas/ProcaryaSV/issues/1
