id,title,state,created_at,updated_at,closed_at,body,user,url
MDU6SXNzdWU2MDIwNTI4Mjk=,some questions,CLOSED,2020-04-17T15:21:39Z,2020-04-20T11:20:39Z,2020-04-20T11:20:39Z,"Hi, @tobiasrausch 
Thank you for your work and I have some questions about this SV pipline:
```
coral call
```
1.  Where can I find this software **coral** ?

```
cnBafSV.R
```

2. Where can I find this code?

Thank you very much.
Xiucz.",xiucz,https://github.com/tobiasrausch/vc/issues/1
I_kwDOBmkzq86XFaMQ,What is in spl.tsv and svs.bed ?,OPEN,2024-09-18T21:29:35Z,2024-10-29T13:05:49Z,,"Could you clarify what data is contained in `spl.tsv`? Are they the name of column in bcf/vcf? Tumor-ID, Control-ID?

And can you upload the `svs.bed`?

Thanks,
Coax",Coaxecva,https://github.com/tobiasrausch/vc/issues/3
