id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDODfqZfM4D-ZJJ,v3.13.1,v3.13.1,2022-05-12T13:03:11Z,2022-05-12T13:03:38Z,github-actions[bot],
RE_kwDODfqZfM4D-Rdv,v3.13.0,v3.13.0,2022-05-12T07:36:30Z,2022-05-12T07:36:57Z,github-actions[bot],
RE_kwDODfqZfM4D9ks_,v3.12.0,v3.12.0,2022-05-10T13:08:32Z,2022-05-10T13:08:56Z,github-actions[bot],
RE_kwDODfqZfM4D9iJm,v3.11.0,v3.11.0,2022-05-10T11:15:22Z,2022-05-10T11:15:49Z,github-actions[bot],
RE_kwDODfqZfM4D7A1Z,v3.10.2,v3.10.2,2022-05-02T11:26:06Z,2022-05-02T11:26:29Z,github-actions[bot],
RE_kwDODfqZfM4D6vIT,v3.10.1,v3.10.1,2022-04-30T06:46:29Z,2022-04-30T06:46:49Z,github-actions[bot],
RE_kwDODfqZfM4D5MVg,v3.10.0,v3.10.0,2022-04-26T10:07:46Z,2022-04-26T10:08:14Z,github-actions[bot],
RE_kwDODfqZfM4Dz9rX,v3.9.0,v3.9.0,2022-04-08T09:11:43Z,2022-04-08T09:12:04Z,github-actions[bot],
RE_kwDODfqZfM4DvBwN,v3.8.1,v3.8.1,2022-03-24T08:59:22Z,2022-03-24T08:59:46Z,github-actions[bot],
RE_kwDODfqZfM4DrrGS,v3.8.0,v3.8.0,2022-03-14T16:10:40Z,2022-03-14T16:11:06Z,github-actions[bot],
RE_kwDODfqZfM4DlwVh,v3.7.1,v3.7.1,2022-02-23T13:49:29Z,2022-02-23T13:49:53Z,github-actions[bot],
RE_kwDODfqZfM4DkLit,v3.7.0,v3.7.0,2022-02-17T15:42:17Z,2022-02-17T15:42:39Z,github-actions[bot],
RE_kwDODfqZfM4Dh2aD,v3.6.3,Version 3.6.3,2022-02-10T07:05:38Z,2022-02-10T07:09:10Z,FelixMoelder,Felix Mölder
RE_kwDODfqZfM4DbjxV,v3.6.2,Version 3.6.2,2022-01-20T09:27:09Z,2022-01-20T09:28:04Z,FelixMoelder,Felix Mölder
RE_kwDODfqZfM4DZ0m7,v3.6.1,Version 3.6.1,2022-01-14T09:38:25Z,2022-01-14T09:38:52Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DYfey,v3.6.0,Version 3.6.0,2022-01-10T16:07:24Z,2022-01-10T16:08:01Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DYXXt,v3.5.0,Version 3.5.0,2022-01-10T08:43:21Z,2022-01-10T08:41:25Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DUVfE,v3.4.0,Version 3.4.0,2021-12-17T07:54:59Z,2021-12-20T11:39:44Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DMuiT,v3.3.0,Version 3.3.0,2021-11-18T18:50:26Z,2021-11-18T19:22:33Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DK0Sh,v3.2.0,Version 3.2.0,2021-11-11T13:15:20Z,2021-11-11T13:17:19Z,johanneskoester,Johannes Köster
RE_kwDODfqZfM4DIsZq,v3.1.0,Version 3.1.0,2021-11-03T11:34:25Z,2021-11-03T15:56:21Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ4OTYxMzQx,v3.0.0,Version 3.0.0,2021-09-03T11:52:55Z,2021-09-03T12:52:22Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2NTQzOTQ2,v2.0.6,Version 2.0.6,2021-07-21T13:42:37Z,2021-07-21T13:47:46Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2Mzk3OTQ4,v2.0.5,Version 2.0.5,2021-07-19T08:34:35Z,2021-07-19T09:05:26Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2MTk4NjQ0,v2.0.4,Version 2.0.4,2021-07-14T15:59:34Z,2021-07-14T16:00:30Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2MTk2MTc4,v2.0.3,Version 2.0.3,2021-07-14T15:22:57Z,2021-07-14T15:23:47Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2MTk1Mzky,v2.0.2,Version 2.0.2,2021-07-14T13:11:13Z,2021-07-14T15:12:23Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ2MTc5MzQ2,v2.0.1,Version 2.0.1,2021-07-14T10:55:41Z,2021-07-14T10:56:40Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ1OTg3NTMx,v2.0.0,Version 2.0.0,2021-07-09T20:21:26Z,2021-07-09T20:23:10Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ1NjI1NDc2,v1.5.0,Version 1.5.0,2021-07-02T13:54:47Z,2021-07-02T13:56:21Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQ0MjU4MTc4,v1.4.0,Version 1.4.0,2021-06-07T19:06:18Z,2021-06-08T07:53:32Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQzNzU3Nzk4,v1.3.2,Version 1.3.2,2021-05-28T10:44:51Z,2021-05-28T10:45:38Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQzNzIyNDIy,v1.3.1,Version 1.3.1,2021-05-27T19:41:56Z,2021-05-27T19:42:26Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQzNzIyMjAz,v1.3.0,Version 1.3.0,2021-05-27T19:35:05Z,2021-05-27T19:38:17Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQzMjE1MjQ4,v1.2.0,Version 1.2.0,2021-05-19T13:23:40Z,2021-05-19T13:25:16Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQyNTkyOTMy,v1.1.0,Version 1.1.0,2021-05-07T09:05:58Z,2021-05-07T09:51:26Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQyMDc4NDcz,v1.0.1,Version 1.0.1,2021-04-27T14:43:53Z,2021-04-27T14:45:19Z,johanneskoester,Johannes Köster
MDc6UmVsZWFzZTQxMTg2NDUx,v1.0.0,v1.0.0,2021-04-01T14:06:48Z,2021-04-09T14:05:22Z,johanneskoester,Johannes Köster
