id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOFFiATc4H0oEk,v0.2.4,0.2.4,2023-11-23T13:49:03Z,2023-11-23T13:50:04Z,iwc-workflows-bot,
RE_kwDOFFiATc4DUbjt,v0.2.2,0.2.2,2021-12-20T17:05:20Z,2021-12-20T17:05:22Z,iwc-workflows-bot,
MDc6UmVsZWFzZTQ2NzU5Mjc2,v0.2.1,0.2.1,2021-07-26T10:22:52Z,2021-07-26T10:22:55Z,iwc-workflows-bot,
MDc6UmVsZWFzZTQ0OTQ3OTY1,v0.2,0.2,2021-06-21T09:10:09Z,2021-06-21T09:10:13Z,iwc-workflows-bot,
MDc6UmVsZWFzZTM4NDU1Mzgy,v0.1,0.1,2021-02-22T23:16:54Z,2021-02-22T23:16:57Z,iwc-workflows-bot,
