id,title,state,created_at,updated_at,closed_at,body,user,url
MDU6SXNzdWUxNjA2NjY2ODU=,Does triform use IntegerList/RleList instead of regular Lists?,CLOSED,2016-06-16T13:50:46Z,2016-08-05T11:19:43Z,2016-08-05T11:19:43Z,"And are there any wins in doing this?
",endrebak,https://github.com/endrebak/triform2_old/issues/1
MDU6SXNzdWUxNjA2NjcxNTA=,Are triforms ranges normal? ,CLOSED,2016-06-16T13:52:34Z,2016-08-05T11:19:29Z,2016-08-05T11:19:29Z,"Try the reduce function to see whether the data are the same.
",endrebak,https://github.com/endrebak/triform2_old/issues/2
