pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjgwODM4Njg1,Update README.md,OPEN,2019-05-21T15:32:45Z,2019-05-21T15:32:45Z,,,mmagnus,https://github.com/GrzegorzLach/DesiRNA/pull/1
