pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOB5A7k85psawQ,Fix GCC12 compilation,OPEN,2024-03-15T01:14:37Z,2024-03-15T01:14:37Z,,,tkaragianes,https://github.com/HosnaJabbari/Knotty/pull/2
