pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjUyODc0NjE3,Ran styler on code,MERGED,2019-02-13T22:42:43Z,2019-02-14T02:36:16Z,2019-02-14T02:36:16Z,2019-02-14T02:36:16Z,jsunny23,https://github.com/stjude/ChIPseqSpikeInFree/pull/1
MDExOlB1bGxSZXF1ZXN0MjUzMTIyMjU0,Formatted README,MERGED,2019-02-14T15:47:30Z,2019-02-18T20:38:43Z,2019-02-18T20:38:06Z,2019-02-18T20:38:06Z,jsunny23,https://github.com/stjude/ChIPseqSpikeInFree/pull/2
MDExOlB1bGxSZXF1ZXN0MjczMjU2MTk2,Documentation updates,MERGED,2019-04-24T18:48:27Z,2019-04-29T19:12:51Z,2019-04-29T19:12:42Z,2019-04-29T19:12:42Z,acchiao,https://github.com/stjude/ChIPseqSpikeInFree/pull/3
MDExOlB1bGxSZXF1ZXN0NDc4NzEwMzc3,Update ChIPseqSpikeInFree.R,OPEN,2020-09-03T15:24:12Z,2020-09-03T15:24:12Z,,,fchuffar,https://github.com/stjude/ChIPseqSpikeInFree/pull/4
