pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOCxwUgs5pES7M,Fix crlf eol,MERGED,2024-03-08T10:41:09Z,2024-05-15T10:23:13Z,2024-05-15T10:23:09Z,2024-05-15T10:23:09Z,sof202,https://github.com/ejh243/BrainFANS/pull/63
PR_kwDOCxwUgs5pEop-,fix functionsR load,MERGED,2024-03-08T11:27:14Z,2024-03-08T13:28:15Z,2024-03-08T11:31:54Z,2024-03-08T11:31:54Z,SiyiSEA,https://github.com/ejh243/BrainFANS/pull/64
PR_kwDOCxwUgs5pEqZp,create new initiateDataFolders.sh script,MERGED,2024-03-08T11:32:57Z,2024-03-08T14:18:26Z,2024-03-08T14:18:16Z,2024-03-08T14:18:16Z,NiCl2,https://github.com/ejh243/BrainFANS/pull/65
PR_kwDOCxwUgs5pErO2,Solved issue#14,MERGED,2024-03-08T11:35:39Z,2024-03-08T11:39:28Z,2024-03-08T11:39:17Z,2024-03-08T11:39:17Z,SiyiSEA,https://github.com/ejh243/BrainFANS/pull/66
PR_kwDOCxwUgs5pEsiR,shebang changes,MERGED,2024-03-08T11:39:48Z,2024-03-08T12:28:11Z,2024-03-08T12:28:07Z,2024-03-08T12:28:07Z,MartynFrith,https://github.com/ejh243/BrainFANS/pull/67
PR_kwDOCxwUgs5pEttj,remove unnecessary cd commands,MERGED,2024-03-08T11:43:49Z,2024-03-15T10:24:38Z,2024-03-15T10:24:06Z,2024-03-15T10:24:06Z,eld211,https://github.com/ejh243/BrainFANS/pull/68
PR_kwDOCxwUgs5pFPRn,"Revert ""fix functionsR load""",MERGED,2024-03-08T13:19:22Z,2024-03-08T13:26:34Z,2024-03-08T13:26:28Z,2024-03-08T13:26:28Z,sof202,https://github.com/ejh243/BrainFANS/pull/69
PR_kwDOCxwUgs5pF1CA,fix the path to funtionsR,MERGED,2024-03-08T14:55:42Z,2024-03-08T15:39:24Z,2024-03-08T15:39:18Z,2024-03-08T15:39:18Z,SiyiSEA,https://github.com/ejh243/BrainFANS/pull/70
PR_kwDOCxwUgs5pgsI9,Script to set up for ATAC-seq pipeline,CLOSED,2024-03-13T13:59:59Z,2024-03-19T14:52:24Z,2024-03-19T14:52:24Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/71
PR_kwDOCxwUgs5p2IUi,Bump follow-redirects from 1.15.5 to 1.15.6 in /documentation,MERGED,2024-03-16T23:50:51Z,2024-03-18T09:05:20Z,2024-03-18T09:05:19Z,2024-03-18T09:05:19Z,dependabot,https://github.com/ejh243/BrainFANS/pull/73
PR_kwDOCxwUgs5qHC6I,Update scripts with suggested changes ,CLOSED,2024-03-19T15:53:33Z,2024-04-30T13:51:01Z,2024-04-30T13:51:01Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/74
PR_kwDOCxwUgs5qV92T,Update pull_request_template.md,MERGED,2024-03-21T10:32:00Z,2024-03-21T11:19:41Z,2024-03-21T11:19:37Z,2024-03-21T11:19:37Z,sof202,https://github.com/ejh243/BrainFANS/pull/75
PR_kwDOCxwUgs5qg42-,Introduce lintr workflow,CLOSED,2024-03-22T17:25:04Z,2024-03-25T15:44:44Z,2024-03-25T13:45:20Z,,sof202,https://github.com/ejh243/BrainFANS/pull/77
PR_kwDOCxwUgs5qg6nu,add shellcheck workflow,CLOSED,2024-03-22T17:29:43Z,2024-03-25T15:44:43Z,2024-03-25T13:45:05Z,,sof202,https://github.com/ejh243/BrainFANS/pull/78
PR_kwDOCxwUgs5qkpAL,Bump webpack-dev-middleware from 5.3.3 to 5.3.4 in /documentation,MERGED,2024-03-24T00:13:58Z,2024-03-25T13:31:22Z,2024-03-25T13:31:20Z,2024-03-25T13:31:20Z,dependabot,https://github.com/ejh243/BrainFANS/pull/79
PR_kwDOCxwUgs5qqXJo,add superlinter,MERGED,2024-03-25T13:55:32Z,2024-04-26T09:56:40Z,2024-04-26T09:56:37Z,2024-04-26T09:56:37Z,sof202,https://github.com/ejh243/BrainFANS/pull/80
PR_kwDOCxwUgs5qtMM9,Bump katex from 0.16.9 to 0.16.10 in /documentation,MERGED,2024-03-25T20:29:25Z,2024-03-26T09:00:04Z,2024-03-26T09:00:03Z,2024-03-26T09:00:03Z,dependabot,https://github.com/ejh243/BrainFANS/pull/81
PR_kwDOCxwUgs5qwhVM,Bump express from 4.18.2 to 4.19.2 in /documentation,MERGED,2024-03-26T09:01:45Z,2024-03-26T11:25:27Z,2024-03-26T11:25:24Z,2024-03-26T11:25:23Z,dependabot,https://github.com/ejh243/BrainFANS/pull/82
PR_kwDOCxwUgs5rrbhU,Add more fault types,MERGED,2024-04-04T09:29:49Z,2024-04-04T09:32:46Z,2024-04-04T09:32:36Z,2024-04-04T09:32:36Z,sof202,https://github.com/ejh243/BrainFANS/pull/86
PR_kwDOCxwUgs5rslQn,Remove delimiters across developer pages,MERGED,2024-04-04T12:03:37Z,2024-04-30T13:30:11Z,2024-04-30T13:30:07Z,2024-04-30T13:30:07Z,sof202,https://github.com/ejh243/BrainFANS/pull/92
PR_kwDOCxwUgs5rtCF6,Merge conflict correction,MERGED,2024-04-04T12:57:11Z,2024-05-09T13:04:55Z,2024-05-09T13:04:51Z,2024-05-09T13:04:51Z,sof202,https://github.com/ejh243/BrainFANS/pull/93
PR_kwDOCxwUgs5ruDay,Branch creation guide update,MERGED,2024-04-04T14:47:52Z,2024-05-09T13:06:18Z,2024-05-09T13:06:14Z,2024-05-09T13:06:14Z,sof202,https://github.com/ejh243/BrainFANS/pull/94
PR_kwDOCxwUgs5ru82E,Account creation page,MERGED,2024-04-04T16:22:41Z,2024-04-15T15:31:48Z,2024-04-15T15:31:44Z,2024-04-15T15:31:44Z,sof202,https://github.com/ejh243/BrainFANS/pull/95
PR_kwDOCxwUgs5r0tKg,Fork test (my bad),CLOSED,2024-04-05T10:19:12Z,2024-04-05T10:20:43Z,2024-04-05T10:19:53Z,,sof202,https://github.com/ejh243/BrainFANS/pull/96
PR_kwDOCxwUgs5r06vD,Add optional sections for forking in contributions guide,MERGED,2024-04-05T10:50:55Z,2024-04-30T13:10:24Z,2024-04-30T13:10:21Z,2024-04-30T13:10:21Z,sof202,https://github.com/ejh243/BrainFANS/pull/97
PR_kwDOCxwUgs5r1q5B,Add page summarizing git workflow,MERGED,2024-04-05T12:28:50Z,2024-04-30T12:56:49Z,2024-04-30T12:56:46Z,2024-04-30T12:56:46Z,sof202,https://github.com/ejh243/BrainFANS/pull/98
PR_kwDOCxwUgs5r2RN8,Update commit message guidance,MERGED,2024-04-05T13:51:02Z,2024-04-05T14:58:46Z,2024-04-05T14:58:43Z,2024-04-05T14:58:43Z,sof202,https://github.com/ejh243/BrainFANS/pull/100
PR_kwDOCxwUgs5r27U5,Add how to remove stale branches,MERGED,2024-04-05T15:15:12Z,2024-04-30T12:54:55Z,2024-04-30T12:54:50Z,2024-04-30T12:54:50Z,sof202,https://github.com/ejh243/BrainFANS/pull/102
PR_kwDOCxwUgs5sBdX8,Add section on how to use GitHub cli tool to view a pull request,MERGED,2024-04-08T14:50:12Z,2024-04-30T12:15:40Z,2024-04-30T12:15:29Z,2024-04-30T12:15:29Z,sof202,https://github.com/ejh243/BrainFANS/pull/104
PR_kwDOCxwUgs5uB88F,Fix log output of workflow,MERGED,2024-04-29T15:32:32Z,2024-04-29T15:47:24Z,2024-04-29T15:47:20Z,2024-04-29T15:47:20Z,sof202,https://github.com/ejh243/BrainFANS/pull/107
PR_kwDOCxwUgs5uCGYh,Remove start and end,MERGED,2024-04-29T15:52:35Z,2024-04-29T15:54:07Z,2024-04-29T15:53:59Z,2024-04-29T15:53:59Z,sof202,https://github.com/ejh243/BrainFANS/pull/108
PR_kwDOCxwUgs5uI2UI,Pre qc checks,CLOSED,2024-04-30T12:34:28Z,2024-06-06T17:33:29Z,2024-04-30T12:53:02Z,,ew367,https://github.com/ejh243/BrainFANS/pull/112
PR_kwDOCxwUgs5uI6N0,"Revert ""update calcQCmetrics.r to work with both epicV1 and epicV2 data""",MERGED,2024-04-30T12:41:03Z,2024-04-30T12:41:48Z,2024-04-30T12:41:40Z,2024-04-30T12:41:40Z,ew367,https://github.com/ejh243/BrainFANS/pull/113
PR_kwDOCxwUgs5uI6-b,Pre qc checks,MERGED,2024-04-30T12:42:31Z,2024-06-06T17:33:28Z,2024-04-30T12:51:09Z,2024-04-30T12:51:09Z,ew367,https://github.com/ejh243/BrainFANS/pull/114
PR_kwDOCxwUgs5uI-s6,code refactor move r library out of repo,MERGED,2024-04-30T12:50:44Z,2024-04-30T15:07:46Z,2024-04-30T15:07:25Z,2024-04-30T15:07:25Z,ejh243,https://github.com/ejh243/BrainFANS/pull/115
PR_kwDOCxwUgs5uI_yU,Dnam qc epicv2 (with pre-QC-checks already merged),MERGED,2024-04-30T12:53:13Z,2024-04-30T12:54:35Z,2024-04-30T12:54:26Z,2024-04-30T12:54:26Z,ew367,https://github.com/ejh243/BrainFANS/pull/116
PR_kwDOCxwUgs5uJVJ-,Provide a warning message if GenotypeIID column is missing,MERGED,2024-04-30T13:32:54Z,2024-04-30T15:06:43Z,2024-04-30T15:06:40Z,2024-04-30T15:06:40Z,SiyiSEA,https://github.com/ejh243/BrainFANS/pull/118
PR_kwDOCxwUgs5uJaeA,remove redundant script for changing file permissions,MERGED,2024-04-30T13:43:06Z,2024-05-09T13:03:37Z,2024-05-09T13:03:33Z,2024-05-09T13:03:33Z,sof202,https://github.com/ejh243/BrainFANS/pull/119
PR_kwDOCxwUgs5uJf-f,Atac pipeline update setUp file,CLOSED,2024-04-30T13:52:52Z,2024-05-31T12:58:15Z,2024-05-31T12:58:15Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/121
PR_kwDOCxwUgs5uJpjq,fix DCF format for .lintr,MERGED,2024-04-30T14:11:32Z,2024-04-30T14:26:40Z,2024-04-30T14:26:36Z,2024-04-30T14:26:36Z,sof202,https://github.com/ejh243/BrainFANS/pull/122
PR_kwDOCxwUgs5uJ4lO,fix dcf again,MERGED,2024-04-30T14:38:29Z,2024-04-30T14:39:12Z,2024-04-30T14:39:09Z,2024-04-30T14:39:09Z,sof202,https://github.com/ejh243/BrainFANS/pull/123
PR_kwDOCxwUgs5ud46G,For stage 2 QC of DNAm make robust to sex or snp check being turned off,MERGED,2024-05-03T12:11:50Z,2024-05-07T13:22:45Z,2024-05-07T13:22:35Z,2024-05-07T13:22:35Z,ejh243,https://github.com/ejh243/BrainFANS/pull/128
PR_kwDOCxwUgs5ufQcM,Fix DCF issues,MERGED,2024-05-03T15:51:05Z,2024-05-03T15:53:41Z,2024-05-03T15:53:38Z,2024-05-03T15:53:38Z,sof202,https://github.com/ejh243/BrainFANS/pull/129
PR_kwDOCxwUgs5vHA6y,verify columns needed are in data frame,MERGED,2024-05-10T15:18:27Z,2024-05-15T17:32:39Z,2024-05-15T17:32:34Z,2024-05-15T17:32:34Z,ejh243,https://github.com/ejh243/BrainFANS/pull/131
PR_kwDOCxwUgs5vOyTa,change linters used,MERGED,2024-05-13T09:34:38Z,2024-05-13T09:35:37Z,2024-05-13T09:35:31Z,2024-05-13T09:35:31Z,sof202,https://github.com/ejh243/BrainFANS/pull/134
PR_kwDOCxwUgs5vaZSQ,137 bug add scripts directory variable to config,MERGED,2024-05-14T14:36:45Z,2024-06-10T19:22:19Z,2024-06-10T19:22:10Z,2024-06-10T19:22:10Z,ejh243,https://github.com/ejh243/BrainFANS/pull/139
PR_kwDOCxwUgs5vaas6,as.character(sample IDs) so nFACS no longer gives N/As,MERGED,2024-05-14T14:39:28Z,2024-05-15T08:48:36Z,2024-05-15T08:48:31Z,2024-05-15T08:48:31Z,AnthonyKl98,https://github.com/ejh243/BrainFANS/pull/140
PR_kwDOCxwUgs5vrIHd,remove namespace_linter,MERGED,2024-05-16T14:13:31Z,2024-05-17T10:02:46Z,2024-05-17T10:02:39Z,2024-05-17T10:02:39Z,sof202,https://github.com/ejh243/BrainFANS/pull/142
PR_kwDOCxwUgs5vxOr6,Add advice to guide on using the `--rebase` flag when pulling,MERGED,2024-05-17T10:05:57Z,2024-07-05T14:30:58Z,2024-07-05T14:30:55Z,2024-07-05T14:30:55Z,sof202,https://github.com/ejh243/BrainFANS/pull/143
PR_kwDOCxwUgs5wTRzF,Update advice to reliably correct commits being made to master,MERGED,2024-05-23T08:59:25Z,2024-05-24T17:58:59Z,2024-05-24T17:58:44Z,2024-05-24T17:58:44Z,sof202,https://github.com/ejh243/BrainFANS/pull/146
PR_kwDOCxwUgs5xH_wQ,Config file examples for pipeline,CLOSED,2024-05-31T13:04:01Z,2024-07-16T12:42:27Z,2024-07-16T12:42:27Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/149
PR_kwDOCxwUgs5yBNs6,Cell ewas methods,MERGED,2024-06-10T19:31:45Z,2024-07-30T14:00:38Z,2024-07-30T12:04:04Z,2024-07-30T12:04:04Z,ejh243,https://github.com/ejh243/BrainFANS/pull/150
PR_kwDOCxwUgs5yBTS8,126 enhancement suggestion turn off cell type clustering if bulk tissue,MERGED,2024-06-10T19:48:11Z,2024-07-10T12:28:21Z,2024-07-10T12:28:11Z,2024-07-10T12:28:11Z,ejh243,https://github.com/ejh243/BrainFANS/pull/151
PR_kwDOCxwUgs5yWVGm,Use full file paths instead of globs in s/f tests,MERGED,2024-06-13T11:09:18Z,2024-09-10T15:23:37Z,2024-09-10T15:23:33Z,2024-09-10T15:23:33Z,sof202,https://github.com/ejh243/BrainFANS/pull/153
PR_kwDOCxwUgs50cjB7,Add escape sequence interpretability to countMTReads.txt header row,MERGED,2024-07-04T13:20:53Z,2024-07-05T14:31:52Z,2024-07-05T14:31:49Z,2024-07-05T14:31:49Z,sof202,https://github.com/ejh243/BrainFANS/pull/158
PR_kwDOCxwUgs51XHYk,Remove missing_package_linter,MERGED,2024-07-15T09:20:45Z,2024-08-28T14:34:58Z,2024-08-28T14:34:56Z,2024-08-28T14:34:55Z,sof202,https://github.com/ejh243/BrainFANS/pull/159
PR_kwDOCxwUgs51hgPd,Update ATAC-seq pipeline with latest working scripts,CLOSED,2024-07-16T14:30:00Z,2024-10-30T16:32:44Z,2024-10-30T16:32:44Z,,marinafloresp,https://github.com/ejh243/BrainFANS/pull/160
PR_kwDOCxwUgs51nvdO,Resolve high severity vulnerabilities,MERGED,2024-07-17T10:15:40Z,2024-09-10T15:22:54Z,2024-09-10T15:22:51Z,2024-09-10T15:22:51Z,sof202,https://github.com/ejh243/BrainFANS/pull/163
PR_kwDOCxwUgs54lNQG,filter to columns that exist before subsetting,MERGED,2024-08-16T13:47:53Z,2024-08-19T11:02:06Z,2024-08-16T13:55:15Z,2024-08-16T13:55:15Z,ejh243,https://github.com/ejh243/BrainFANS/pull/168
PR_kwDOCxwUgs54uHRs,169 bug turn off clustercelltypes script for non cellsorted data,MERGED,2024-08-19T10:57:32Z,2024-08-19T11:07:05Z,2024-08-19T11:07:02Z,2024-08-19T11:07:02Z,ejh243,https://github.com/ejh243/BrainFANS/pull/170
PR_kwDOCxwUgs544Sj1,fix: Enforce Boolean value for cellSorted,MERGED,2024-08-20T16:18:36Z,2024-08-20T19:18:52Z,2024-08-20T19:18:29Z,2024-08-20T19:18:29Z,sof202,https://github.com/ejh243/BrainFANS/pull/172
PR_kwDOCxwUgs55HfJ2,feat: add stop call to error message in QC.rmd,CLOSED,2024-08-22T12:06:21Z,2024-09-17T10:36:07Z,2024-08-23T14:23:31Z,,sof202,https://github.com/ejh243/BrainFANS/pull/174
PR_kwDOCxwUgs55Ocd8,166 enhancement suggestion use of renv to manage packages,CLOSED,2024-08-23T09:41:58Z,2024-11-19T13:37:08Z,2024-11-19T13:37:00Z,,ejh243,https://github.com/ejh243/BrainFANS/pull/175
PR_kwDOCxwUgs55QRAA,"refactor: convert section ""definPlotParams"" into functions",MERGED,2024-08-23T14:29:24Z,2024-08-30T13:08:02Z,2024-08-30T12:35:00Z,2024-08-30T12:35:00Z,sof202,https://github.com/ejh243/BrainFANS/pull/178
PR_kwDOCxwUgs55s8Ps,fix: Assign NA values instead of filtering snpCor ,MERGED,2024-08-28T12:21:12Z,2024-08-29T09:34:55Z,2024-08-29T09:34:17Z,2024-08-29T09:34:17Z,sof202,https://github.com/ejh243/BrainFANS/pull/180
PR_kwDOCxwUgs55uBoQ,refactor: remove nested c calls,MERGED,2024-08-28T14:28:52Z,2024-09-10T15:22:04Z,2024-09-10T15:22:01Z,2024-09-10T15:22:01Z,sof202,https://github.com/ejh243/BrainFANS/pull/182
PR_kwDOCxwUgs55-nTe,refactor: simplify conditional logic,MERGED,2024-08-30T13:40:32Z,2024-09-10T15:21:34Z,2024-09-10T15:21:31Z,2024-09-10T15:21:31Z,sof202,https://github.com/ejh243/BrainFANS/pull/187
PR_kwDOCxwUgs56CbAN,Bump webpack from 5.90.0 to 5.94.0 in /documentation,MERGED,2024-08-31T01:45:40Z,2024-09-03T14:29:09Z,2024-09-03T14:29:07Z,2024-09-03T14:29:07Z,dependabot,https://github.com/ejh243/BrainFANS/pull/189
PR_kwDOCxwUgs56Rdqu,Bump braces from 3.0.2 to 3.0.3 in /documentation,MERGED,2024-09-03T14:30:17Z,2024-09-05T21:14:25Z,2024-09-05T21:14:22Z,2024-09-05T21:14:22Z,dependabot,https://github.com/ejh243/BrainFANS/pull/190
PR_kwDOCxwUgs56Rd58,Bump micromatch from 4.0.5 to 4.0.8 in /documentation,MERGED,2024-09-03T14:30:40Z,2024-09-05T21:15:15Z,2024-09-05T21:15:12Z,2024-09-05T21:15:12Z,dependabot,https://github.com/ejh243/BrainFANS/pull/191
PR_kwDOCxwUgs569X8u,revert snpCor diagonal to 1s to correctly identify unique individuals ,MERGED,2024-09-10T10:02:11Z,2024-09-10T11:06:29Z,2024-09-10T10:58:30Z,2024-09-10T10:58:30Z,ejh243,https://github.com/ejh243/BrainFANS/pull/194
PR_kwDOCxwUgs56_odp,fix diagnostic plot case where no samples are genetically identical,MERGED,2024-09-10T14:34:56Z,2024-09-10T15:19:39Z,2024-09-10T15:19:36Z,2024-09-10T15:19:36Z,ejh243,https://github.com/ejh243/BrainFANS/pull/197
PR_kwDOCxwUgs57irUd,Cell ewas methods,MERGED,2024-09-15T12:31:35Z,2024-09-20T10:51:32Z,2024-09-17T18:26:26Z,2024-09-17T18:26:26Z,ejh243,https://github.com/ejh243/BrainFANS/pull/200
PR_kwDOCxwUgs57oLuk,update file to include arrayType parameter,MERGED,2024-09-16T14:08:25Z,2024-10-01T10:37:02Z,2024-09-17T07:40:12Z,2024-09-17T07:40:12Z,ew367,https://github.com/ejh243/BrainFANS/pull/202
PR_kwDOCxwUgs57rJk_,Bump dompurify from 3.0.8 to 3.1.6 in /documentation,MERGED,2024-09-16T20:47:22Z,2024-09-17T08:05:40Z,2024-09-17T08:05:37Z,2024-09-17T08:05:37Z,dependabot,https://github.com/ejh243/BrainFANS/pull/203
PR_kwDOCxwUgs57uKr-,Bump express from 4.19.2 to 4.21.0 in /documentation,CLOSED,2024-09-17T08:06:50Z,2024-09-17T08:06:55Z,2024-09-17T08:06:53Z,,dependabot,https://github.com/ejh243/BrainFANS/pull/204
PR_kwDOCxwUgs57uKsC,Bump body-parser and express in /documentation,MERGED,2024-09-17T08:06:50Z,2024-09-17T10:34:35Z,2024-09-17T10:34:27Z,2024-09-17T10:34:27Z,dependabot,https://github.com/ejh243/BrainFANS/pull/205
PR_kwDOCxwUgs57uKsZ,Bump serve-static and express in /documentation,MERGED,2024-09-17T08:06:51Z,2024-09-17T10:34:51Z,2024-09-17T10:34:47Z,2024-09-17T10:34:47Z,dependabot,https://github.com/ejh243/BrainFANS/pull/206
PR_kwDOCxwUgs57uKtB,Bump send and express in /documentation,MERGED,2024-09-17T08:06:52Z,2024-09-17T10:35:19Z,2024-09-17T10:35:16Z,2024-09-17T10:35:16Z,dependabot,https://github.com/ejh243/BrainFANS/pull/207
PR_kwDOCxwUgs57xmK3,184 check r config,MERGED,2024-09-17T14:49:28Z,2024-09-20T10:06:46Z,2024-09-20T10:06:41Z,2024-09-20T10:06:41Z,ew367,https://github.com/ejh243/BrainFANS/pull/208
PR_kwDOCxwUgs5732ob,refactor: checkRconfig,MERGED,2024-09-18T09:31:42Z,2024-09-20T09:58:47Z,2024-09-20T08:27:43Z,2024-09-20T08:27:43Z,sof202,https://github.com/ejh243/BrainFANS/pull/209
PR_kwDOCxwUgs58Kchh,feat: Add more error logging to DNAm pipeline,OPEN,2024-09-20T12:39:58Z,2024-11-20T13:34:31Z,,,sof202,https://github.com/ejh243/BrainFANS/pull/215
PR_kwDOCxwUgs58LX5x,Add repository version to QC rmarkdown,MERGED,2024-09-20T14:38:46Z,2024-09-27T12:34:35Z,2024-09-27T12:34:32Z,2024-09-27T12:34:32Z,sof202,https://github.com/ejh243/BrainFANS/pull/217
PR_kwDOCxwUgs58Ln8j,fix: predictedduplicates containing empty strings,MERGED,2024-09-20T15:09:50Z,2024-10-01T10:37:00Z,2024-09-25T10:16:49Z,2024-09-25T10:16:49Z,sof202,https://github.com/ejh243/BrainFANS/pull/218
PR_kwDOCxwUgs58LtEG,fix: PCs identified text showing incorrect number,MERGED,2024-09-20T15:21:47Z,2024-10-01T10:37:00Z,2024-09-23T11:45:36Z,2024-09-23T11:45:36Z,sof202,https://github.com/ejh243/BrainFANS/pull/219
PR_kwDOCxwUgs58WtsS,Remove tech var and bio var variables,MERGED,2024-09-23T11:33:50Z,2024-10-01T10:36:51Z,2024-09-23T12:31:49Z,2024-09-23T12:31:49Z,ew367,https://github.com/ejh243/BrainFANS/pull/220
PR_kwDOCxwUgs58XqsY,add missing libraries and correct bug,MERGED,2024-09-23T13:23:16Z,2024-10-01T10:37:01Z,2024-09-25T10:16:06Z,2024-09-25T10:16:06Z,ew367,https://github.com/ejh243/BrainFANS/pull/222
PR_kwDOCxwUgs586vX8,Make the git tag only show the version number,MERGED,2024-09-27T12:42:15Z,2024-10-02T15:15:54Z,2024-09-27T13:03:23Z,2024-09-27T13:03:23Z,sof202,https://github.com/ejh243/BrainFANS/pull/227
PR_kwDOCxwUgs587U3S,156 code refactor unneeded download files,OPEN,2024-09-27T13:57:32Z,2024-09-30T13:26:31Z,,,ejh243,https://github.com/ejh243/BrainFANS/pull/228
PR_kwDOCxwUgs5_K02M,Bump cookie and express in /documentation,MERGED,2024-10-19T10:20:49Z,2024-10-23T09:06:53Z,2024-10-23T09:06:50Z,2024-10-23T09:06:50Z,dependabot,https://github.com/ejh243/BrainFANS/pull/230
PR_kwDOCxwUgs5_f394,Bump mermaid from 10.8.0 to 10.9.3 in /documentation,MERGED,2024-10-22T18:22:52Z,2024-10-23T09:07:45Z,2024-10-23T09:07:43Z,2024-10-23T09:07:43Z,dependabot,https://github.com/ejh243/BrainFANS/pull/231
PR_kwDOCxwUgs5_lB35,Bump http-proxy-middleware from 2.0.6 to 2.0.7 in /documentation,MERGED,2024-10-23T09:08:03Z,2024-10-23T09:09:27Z,2024-10-23T09:09:24Z,2024-10-23T09:09:24Z,dependabot,https://github.com/ejh243/BrainFANS/pull/232
