pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjM3NDA0NjM4,Refactor RoundSplitter and NotConstantSplitter. Fix bug in RoundSplitter,MERGED,2018-12-10T17:29:58Z,2018-12-11T22:02:12Z,2018-12-11T21:16:27Z,2018-12-11T21:16:27Z,VorontsovIE,https://github.com/autosome-ru/pasio/pull/1
MDExOlB1bGxSZXF1ZXN0MjM3NzcyMTYz,Optimize output,MERGED,2018-12-11T17:52:34Z,2018-12-11T22:02:15Z,2018-12-11T21:33:25Z,2018-12-11T21:33:25Z,VorontsovIE,https://github.com/autosome-ru/pasio/pull/2
MDExOlB1bGxSZXF1ZXN0MjM3ODU3MDkx,optimize log/log-gamma calculations,MERGED,2018-12-11T23:00:50Z,2019-02-15T12:34:22Z,2019-02-15T12:34:22Z,2019-02-15T12:34:22Z,VorontsovIE,https://github.com/autosome-ru/pasio/pull/3
MDExOlB1bGxSZXF1ZXN0MjQwOTY2MzU1,Refactor splits,MERGED,2018-12-26T11:36:10Z,2019-02-15T12:36:11Z,2019-02-15T12:36:11Z,2019-02-15T12:36:11Z,VorontsovIE,https://github.com/autosome-ru/pasio/pull/4
MDExOlB1bGxSZXF1ZXN0MjQwOTY2NzA4,Cythonize,OPEN,2018-12-26T11:38:48Z,2019-02-16T12:30:12Z,,,VorontsovIE,https://github.com/autosome-ru/pasio/pull/5
MDExOlB1bGxSZXF1ZXN0MjU0MzIxNzEw,Fix bedGraph reading ,MERGED,2019-02-19T16:28:55Z,2019-03-25T20:47:55Z,2019-03-25T20:47:55Z,2019-03-25T20:47:55Z,VorontsovIE,https://github.com/autosome-ru/pasio/pull/6
