pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOIXvKDc5CaPMV,merge dev branch to main,MERGED,2022-11-08T10:42:53Z,2022-11-08T13:09:46Z,2022-11-08T10:43:03Z,2022-11-08T10:43:03Z,JihedC,https://github.com/JihedC/ChIP_seq_singularity/pull/1
