pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOB0xi_M42eQAf,Add build action,MERGED,2022-04-20T07:53:33Z,2022-04-20T07:53:56Z,2022-04-20T07:53:53Z,2022-04-20T07:53:53Z,inutano,https://github.com/inutano/chiptune/pull/1
PR_kwDOB0xi_M44wMeP,Bed2bin,MERGED,2022-05-31T16:01:19Z,2022-06-01T02:09:53Z,2022-06-01T02:09:43Z,2022-06-01T02:09:43Z,inutano,https://github.com/inutano/chiptune/pull/2
