fork_id,fork_name,fork_full_name,fork_owner,fork_url,fork_created_at,fork_updated_at
R_kgDOG35L8A,GenomeAssembly,gallardoalba/GenomeAssembly,gallardoalba,https://github.com/gallardoalba/GenomeAssembly,2022-02-19T17:22:08Z,2021-05-06T19:33:34Z
R_kgDOIVHN7Q,GenomeAssembly,abueg/GenomeAssembly,abueg,https://github.com/abueg/GenomeAssembly,2022-10-28T20:14:19Z,2021-05-06T19:33:34Z
