id,title,state,created_at,updated_at,closed_at,body,user,url
I_kwDOHtD_Q851f_Pg,Data availability,OPEN,2023-10-31T21:20:05Z,2023-11-03T20:46:06Z,,"Is there a link or repository where the data referred to in this pipeline can be accessed?  I didn't see any link on GTex that seemed like it corresponded to the data cited in the vignette.

Thank you!",crj0139,https://github.com/MarkusFranke/RNA-Half-life-for-tissues/issues/1
