id,title,state,created_at,updated_at,closed_at,body,user,url
MDU6SXNzdWU1NzM1MTU4NjI=,.jar file missing,OPEN,2020-03-01T09:42:05Z,2020-03-01T09:42:05Z,,"Hi there.😊

I would like to use your program for my personal use, but I can't get the built version of it (.jar file). I don't have tools to build it from the source code. Would you please create a release with the binary .jar file?

Thanks.",ShadyMedic,https://github.com/Muresame7478/DNATranslator/issues/1
