repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
Haimzis,DeepRNABinding,OriBraverman,9,OriBraverman,45395760,MDQ6VXNlcjQ1Mzk1NzYw,https://avatars.githubusercontent.com/u/45395760?v=4,,https://api.github.com/users/OriBraverman,https://github.com/OriBraverman,https://api.github.com/users/OriBraverman/followers,https://api.github.com/users/OriBraverman/following{/other_user},https://api.github.com/users/OriBraverman/gists{/gist_id},https://api.github.com/users/OriBraverman/starred{/owner}{/repo},https://api.github.com/users/OriBraverman/subscriptions,https://api.github.com/users/OriBraverman/orgs,https://api.github.com/users/OriBraverman/repos,https://api.github.com/users/OriBraverman/events{/privacy},https://api.github.com/users/OriBraverman/received_events,User,public,False,9
Haimzis,DeepRNABinding,Haimzis,3,Haimzis,49509369,MDQ6VXNlcjQ5NTA5MzY5,https://avatars.githubusercontent.com/u/49509369?v=4,,https://api.github.com/users/Haimzis,https://github.com/Haimzis,https://api.github.com/users/Haimzis/followers,https://api.github.com/users/Haimzis/following{/other_user},https://api.github.com/users/Haimzis/gists{/gist_id},https://api.github.com/users/Haimzis/starred{/owner}{/repo},https://api.github.com/users/Haimzis/subscriptions,https://api.github.com/users/Haimzis/orgs,https://api.github.com/users/Haimzis/repos,https://api.github.com/users/Haimzis/events{/privacy},https://api.github.com/users/Haimzis/received_events,User,public,False,3
