repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
Muresame7478,DNATranslator,Muresame7478,4,Muresame7478,56124667,MDQ6VXNlcjU2MTI0NjY3,https://avatars.githubusercontent.com/u/56124667?v=4,,https://api.github.com/users/Muresame7478,https://github.com/Muresame7478,https://api.github.com/users/Muresame7478/followers,https://api.github.com/users/Muresame7478/following{/other_user},https://api.github.com/users/Muresame7478/gists{/gist_id},https://api.github.com/users/Muresame7478/starred{/owner}{/repo},https://api.github.com/users/Muresame7478/subscriptions,https://api.github.com/users/Muresame7478/orgs,https://api.github.com/users/Muresame7478/repos,https://api.github.com/users/Muresame7478/events{/privacy},https://api.github.com/users/Muresame7478/received_events,User,public,False,4
