pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOD94Zvc5wCB9d,add bioawk installation instructions,OPEN,2024-05-21T05:32:58Z,2024-05-21T05:35:19Z,,,galicae,https://github.com/conchoecia/genome_assembly_pipelines/pull/10
PR_kwDOD94Zvc5wFNJo,rU deprecated,OPEN,2024-05-21T13:00:59Z,2024-05-21T13:00:59Z,,,galicae,https://github.com/conchoecia/genome_assembly_pipelines/pull/11
