pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOGR8cX84uDBlH,"Watch, upload and transform",MERGED,2021-11-03T16:20:42Z,2021-11-03T18:01:06Z,2021-11-03T18:01:06Z,2021-11-03T18:01:06Z,ivan-aksamentov,https://github.com/neherlab/genome-assembly/pull/1
PR_kwDOGR8cX84up2al,Nextflow experiment,MERGED,2021-11-17T13:23:43Z,2021-11-17T13:59:31Z,2021-11-17T13:59:31Z,2021-11-17T13:59:31Z,mmolari,https://github.com/neherlab/genome-assembly/pull/2
PR_kwDOGR8cX84z1n8Y,Archive script,MERGED,2022-03-02T15:40:43Z,2022-03-02T15:41:10Z,2022-03-02T15:41:10Z,2022-03-02T15:41:10Z,mmolari,https://github.com/neherlab/genome-assembly/pull/3
