pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjgzNzI0MTA0,Upgrade,MERGED,2019-05-30T16:34:45Z,2019-05-30T16:35:16Z,2019-05-30T16:35:15Z,2019-05-30T16:35:15Z,bio-boris,https://github.com/bio-boris/ProkkaAnnotationMetaGenome/pull/1
MDExOlB1bGxSZXF1ZXN0MjgzNzgwMDEy,Upgrade,MERGED,2019-05-30T19:23:17Z,2019-05-30T19:23:29Z,2019-05-30T19:23:29Z,2019-05-30T19:23:29Z,bio-boris,https://github.com/bio-boris/ProkkaAnnotationMetaGenome/pull/2
MDExOlB1bGxSZXF1ZXN0MzIxNDcyOTgx,Update ProkkaUtils.py,CLOSED,2019-09-25T23:09:06Z,2019-09-25T23:28:32Z,2019-09-25T23:28:32Z,,jungbluth,https://github.com/bio-boris/ProkkaAnnotationMetaGenome/pull/3
