pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NDM1OTA2OTA0,Create LICENSE,MERGED,2020-06-17T14:54:53Z,2020-06-17T15:06:05Z,2020-06-17T14:55:00Z,2020-06-17T14:55:00Z,guillemylla,https://github.com/guillemylla/Crickets_Genome_Annotation/pull/1
