repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
nf-core,sarek,RaqManzano,4,RaqManzano,36073691,MDQ6VXNlcjM2MDczNjkx,https://avatars.githubusercontent.com/u/36073691?v=4,,https://api.github.com/users/RaqManzano,https://github.com/RaqManzano,https://api.github.com/users/RaqManzano/followers,https://api.github.com/users/RaqManzano/following{/other_user},https://api.github.com/users/RaqManzano/gists{/gist_id},https://api.github.com/users/RaqManzano/starred{/owner}{/repo},https://api.github.com/users/RaqManzano/subscriptions,https://api.github.com/users/RaqManzano/orgs,https://api.github.com/users/RaqManzano/repos,https://api.github.com/users/RaqManzano/events{/privacy},https://api.github.com/users/RaqManzano/received_events,User,public,False,4
nf-core,sarek,mashehu,3,mashehu,6169021,MDQ6VXNlcjYxNjkwMjE=,https://avatars.githubusercontent.com/u/6169021?v=4,,https://api.github.com/users/mashehu,https://github.com/mashehu,https://api.github.com/users/mashehu/followers,https://api.github.com/users/mashehu/following{/other_user},https://api.github.com/users/mashehu/gists{/gist_id},https://api.github.com/users/mashehu/starred{/owner}{/repo},https://api.github.com/users/mashehu/subscriptions,https://api.github.com/users/mashehu/orgs,https://api.github.com/users/mashehu/repos,https://api.github.com/users/mashehu/events{/privacy},https://api.github.com/users/mashehu/received_events,User,public,False,3
nf-core,sarek,JohannesKersting,3,JohannesKersting,66471005,MDQ6VXNlcjY2NDcxMDA1,https://avatars.githubusercontent.com/u/66471005?v=4,,https://api.github.com/users/JohannesKersting,https://github.com/JohannesKersting,https://api.github.com/users/JohannesKersting/followers,https://api.github.com/users/JohannesKersting/following{/other_user},https://api.github.com/users/JohannesKersting/gists{/gist_id},https://api.github.com/users/JohannesKersting/starred{/owner}{/repo},https://api.github.com/users/JohannesKersting/subscriptions,https://api.github.com/users/JohannesKersting/orgs,https://api.github.com/users/JohannesKersting/repos,https://api.github.com/users/JohannesKersting/events{/privacy},https://api.github.com/users/JohannesKersting/received_events,User,public,False,3
nf-core,sarek,vsmalladi,3,vsmalladi,1130240,MDQ6VXNlcjExMzAyNDA=,https://avatars.githubusercontent.com/u/1130240?v=4,,https://api.github.com/users/vsmalladi,https://github.com/vsmalladi,https://api.github.com/users/vsmalladi/followers,https://api.github.com/users/vsmalladi/following{/other_user},https://api.github.com/users/vsmalladi/gists{/gist_id},https://api.github.com/users/vsmalladi/starred{/owner}{/repo},https://api.github.com/users/vsmalladi/subscriptions,https://api.github.com/users/vsmalladi/orgs,https://api.github.com/users/vsmalladi/repos,https://api.github.com/users/vsmalladi/events{/privacy},https://api.github.com/users/vsmalladi/received_events,User,public,False,3
nf-core,sarek,ewels,3,ewels,465550,MDQ6VXNlcjQ2NTU1MA==,https://avatars.githubusercontent.com/u/465550?v=4,,https://api.github.com/users/ewels,https://github.com/ewels,https://api.github.com/users/ewels/followers,https://api.github.com/users/ewels/following{/other_user},https://api.github.com/users/ewels/gists{/gist_id},https://api.github.com/users/ewels/starred{/owner}{/repo},https://api.github.com/users/ewels/subscriptions,https://api.github.com/users/ewels/orgs,https://api.github.com/users/ewels/repos,https://api.github.com/users/ewels/events{/privacy},https://api.github.com/users/ewels/received_events,User,public,False,3
nf-core,sarek,pcantalupo,3,pcantalupo,310962,MDQ6VXNlcjMxMDk2Mg==,https://avatars.githubusercontent.com/u/310962?v=4,,https://api.github.com/users/pcantalupo,https://github.com/pcantalupo,https://api.github.com/users/pcantalupo/followers,https://api.github.com/users/pcantalupo/following{/other_user},https://api.github.com/users/pcantalupo/gists{/gist_id},https://api.github.com/users/pcantalupo/starred{/owner}{/repo},https://api.github.com/users/pcantalupo/subscriptions,https://api.github.com/users/pcantalupo/orgs,https://api.github.com/users/pcantalupo/repos,https://api.github.com/users/pcantalupo/events{/privacy},https://api.github.com/users/pcantalupo/received_events,User,public,False,3
nf-core,sarek,kenibrewer,3,kenibrewer,17461269,MDQ6VXNlcjE3NDYxMjY5,https://avatars.githubusercontent.com/u/17461269?v=4,,https://api.github.com/users/kenibrewer,https://github.com/kenibrewer,https://api.github.com/users/kenibrewer/followers,https://api.github.com/users/kenibrewer/following{/other_user},https://api.github.com/users/kenibrewer/gists{/gist_id},https://api.github.com/users/kenibrewer/starred{/owner}{/repo},https://api.github.com/users/kenibrewer/subscriptions,https://api.github.com/users/kenibrewer/orgs,https://api.github.com/users/kenibrewer/repos,https://api.github.com/users/kenibrewer/events{/privacy},https://api.github.com/users/kenibrewer/received_events,User,public,False,3
nf-core,sarek,YeHW,3,YeHW,43214065,MDQ6VXNlcjQzMjE0MDY1,https://avatars.githubusercontent.com/u/43214065?v=4,,https://api.github.com/users/YeHW,https://github.com/YeHW,https://api.github.com/users/YeHW/followers,https://api.github.com/users/YeHW/following{/other_user},https://api.github.com/users/YeHW/gists{/gist_id},https://api.github.com/users/YeHW/starred{/owner}{/repo},https://api.github.com/users/YeHW/subscriptions,https://api.github.com/users/YeHW/orgs,https://api.github.com/users/YeHW/repos,https://api.github.com/users/YeHW/events{/privacy},https://api.github.com/users/YeHW/received_events,User,public,False,3
nf-core,sarek,drpatelh,3,drpatelh,23529759,MDQ6VXNlcjIzNTI5NzU5,https://avatars.githubusercontent.com/u/23529759?v=4,,https://api.github.com/users/drpatelh,https://github.com/drpatelh,https://api.github.com/users/drpatelh/followers,https://api.github.com/users/drpatelh/following{/other_user},https://api.github.com/users/drpatelh/gists{/gist_id},https://api.github.com/users/drpatelh/starred{/owner}{/repo},https://api.github.com/users/drpatelh/subscriptions,https://api.github.com/users/drpatelh/orgs,https://api.github.com/users/drpatelh/repos,https://api.github.com/users/drpatelh/events{/privacy},https://api.github.com/users/drpatelh/received_events,User,public,False,3
nf-core,sarek,BarryDigby,3,BarryDigby,58001749,MDQ6VXNlcjU4MDAxNzQ5,https://avatars.githubusercontent.com/u/58001749?v=4,,https://api.github.com/users/BarryDigby,https://github.com/BarryDigby,https://api.github.com/users/BarryDigby/followers,https://api.github.com/users/BarryDigby/following{/other_user},https://api.github.com/users/BarryDigby/gists{/gist_id},https://api.github.com/users/BarryDigby/starred{/owner}{/repo},https://api.github.com/users/BarryDigby/subscriptions,https://api.github.com/users/BarryDigby/orgs,https://api.github.com/users/BarryDigby/repos,https://api.github.com/users/BarryDigby/events{/privacy},https://api.github.com/users/BarryDigby/received_events,User,public,False,3
nf-core,sarek,arontommi,2,arontommi,15101751,MDQ6VXNlcjE1MTAxNzUx,https://avatars.githubusercontent.com/u/15101751?v=4,,https://api.github.com/users/arontommi,https://github.com/arontommi,https://api.github.com/users/arontommi/followers,https://api.github.com/users/arontommi/following{/other_user},https://api.github.com/users/arontommi/gists{/gist_id},https://api.github.com/users/arontommi/starred{/owner}{/repo},https://api.github.com/users/arontommi/subscriptions,https://api.github.com/users/arontommi/orgs,https://api.github.com/users/arontommi/repos,https://api.github.com/users/arontommi/events{/privacy},https://api.github.com/users/arontommi/received_events,User,public,False,2
nf-core,sarek,amizeranschi,2,amizeranschi,11562164,MDQ6VXNlcjExNTYyMTY0,https://avatars.githubusercontent.com/u/11562164?v=4,,https://api.github.com/users/amizeranschi,https://github.com/amizeranschi,https://api.github.com/users/amizeranschi/followers,https://api.github.com/users/amizeranschi/following{/other_user},https://api.github.com/users/amizeranschi/gists{/gist_id},https://api.github.com/users/amizeranschi/starred{/owner}{/repo},https://api.github.com/users/amizeranschi/subscriptions,https://api.github.com/users/amizeranschi/orgs,https://api.github.com/users/amizeranschi/repos,https://api.github.com/users/amizeranschi/events{/privacy},https://api.github.com/users/amizeranschi/received_events,User,public,False,2
nf-core,sarek,skrakau,2,skrakau,1982769,MDQ6VXNlcjE5ODI3Njk=,https://avatars.githubusercontent.com/u/1982769?v=4,,https://api.github.com/users/skrakau,https://github.com/skrakau,https://api.github.com/users/skrakau/followers,https://api.github.com/users/skrakau/following{/other_user},https://api.github.com/users/skrakau/gists{/gist_id},https://api.github.com/users/skrakau/starred{/owner}{/repo},https://api.github.com/users/skrakau/subscriptions,https://api.github.com/users/skrakau/orgs,https://api.github.com/users/skrakau/repos,https://api.github.com/users/skrakau/events{/privacy},https://api.github.com/users/skrakau/received_events,User,public,False,2
nf-core,sarek,allaway,2,allaway,20408008,MDQ6VXNlcjIwNDA4MDA4,https://avatars.githubusercontent.com/u/20408008?v=4,,https://api.github.com/users/allaway,https://github.com/allaway,https://api.github.com/users/allaway/followers,https://api.github.com/users/allaway/following{/other_user},https://api.github.com/users/allaway/gists{/gist_id},https://api.github.com/users/allaway/starred{/owner}{/repo},https://api.github.com/users/allaway/subscriptions,https://api.github.com/users/allaway/orgs,https://api.github.com/users/allaway/repos,https://api.github.com/users/allaway/events{/privacy},https://api.github.com/users/allaway/received_events,User,public,False,2
nf-core,sarek,priesgo,2,priesgo,3140648,MDQ6VXNlcjMxNDA2NDg=,https://avatars.githubusercontent.com/u/3140648?v=4,,https://api.github.com/users/priesgo,https://github.com/priesgo,https://api.github.com/users/priesgo/followers,https://api.github.com/users/priesgo/following{/other_user},https://api.github.com/users/priesgo/gists{/gist_id},https://api.github.com/users/priesgo/starred{/owner}{/repo},https://api.github.com/users/priesgo/subscriptions,https://api.github.com/users/priesgo/orgs,https://api.github.com/users/priesgo/repos,https://api.github.com/users/priesgo/events{/privacy},https://api.github.com/users/priesgo/received_events,User,public,False,2
nf-core,sarek,nh13,2,nh13,846274,MDQ6VXNlcjg0NjI3NA==,https://avatars.githubusercontent.com/u/846274?v=4,,https://api.github.com/users/nh13,https://github.com/nh13,https://api.github.com/users/nh13/followers,https://api.github.com/users/nh13/following{/other_user},https://api.github.com/users/nh13/gists{/gist_id},https://api.github.com/users/nh13/starred{/owner}{/repo},https://api.github.com/users/nh13/subscriptions,https://api.github.com/users/nh13/orgs,https://api.github.com/users/nh13/repos,https://api.github.com/users/nh13/events{/privacy},https://api.github.com/users/nh13/received_events,User,public,False,2
nf-core,sarek,bounlu,1,bounlu,17899927,MDQ6VXNlcjE3ODk5OTI3,https://avatars.githubusercontent.com/u/17899927?v=4,,https://api.github.com/users/bounlu,https://github.com/bounlu,https://api.github.com/users/bounlu/followers,https://api.github.com/users/bounlu/following{/other_user},https://api.github.com/users/bounlu/gists{/gist_id},https://api.github.com/users/bounlu/starred{/owner}{/repo},https://api.github.com/users/bounlu/subscriptions,https://api.github.com/users/bounlu/orgs,https://api.github.com/users/bounlu/repos,https://api.github.com/users/bounlu/events{/privacy},https://api.github.com/users/bounlu/received_events,User,public,False,1
nf-core,sarek,tdanhorn,1,tdanhorn,14319935,MDQ6VXNlcjE0MzE5OTM1,https://avatars.githubusercontent.com/u/14319935?v=4,,https://api.github.com/users/tdanhorn,https://github.com/tdanhorn,https://api.github.com/users/tdanhorn/followers,https://api.github.com/users/tdanhorn/following{/other_user},https://api.github.com/users/tdanhorn/gists{/gist_id},https://api.github.com/users/tdanhorn/starred{/owner}{/repo},https://api.github.com/users/tdanhorn/subscriptions,https://api.github.com/users/tdanhorn/orgs,https://api.github.com/users/tdanhorn/repos,https://api.github.com/users/tdanhorn/events{/privacy},https://api.github.com/users/tdanhorn/received_events,User,public,False,1
nf-core,sarek,KevinMenden,1,KevinMenden,15126788,MDQ6VXNlcjE1MTI2Nzg4,https://avatars.githubusercontent.com/u/15126788?v=4,,https://api.github.com/users/KevinMenden,https://github.com/KevinMenden,https://api.github.com/users/KevinMenden/followers,https://api.github.com/users/KevinMenden/following{/other_user},https://api.github.com/users/KevinMenden/gists{/gist_id},https://api.github.com/users/KevinMenden/starred{/owner}{/repo},https://api.github.com/users/KevinMenden/subscriptions,https://api.github.com/users/KevinMenden/orgs,https://api.github.com/users/KevinMenden/repos,https://api.github.com/users/KevinMenden/events{/privacy},https://api.github.com/users/KevinMenden/received_events,User,public,False,1
nf-core,sarek,szilvajuhos,1,szilvajuhos,17546856,MDQ6VXNlcjE3NTQ2ODU2,https://avatars.githubusercontent.com/u/17546856?v=4,,https://api.github.com/users/szilvajuhos,https://github.com/szilvajuhos,https://api.github.com/users/szilvajuhos/followers,https://api.github.com/users/szilvajuhos/following{/other_user},https://api.github.com/users/szilvajuhos/gists{/gist_id},https://api.github.com/users/szilvajuhos/starred{/owner}{/repo},https://api.github.com/users/szilvajuhos/subscriptions,https://api.github.com/users/szilvajuhos/orgs,https://api.github.com/users/szilvajuhos/repos,https://api.github.com/users/szilvajuhos/events{/privacy},https://api.github.com/users/szilvajuhos/received_events,User,public,False,1
nf-core,sarek,sminot,1,sminot,5215560,MDQ6VXNlcjUyMTU1NjA=,https://avatars.githubusercontent.com/u/5215560?v=4,,https://api.github.com/users/sminot,https://github.com/sminot,https://api.github.com/users/sminot/followers,https://api.github.com/users/sminot/following{/other_user},https://api.github.com/users/sminot/gists{/gist_id},https://api.github.com/users/sminot/starred{/owner}{/repo},https://api.github.com/users/sminot/subscriptions,https://api.github.com/users/sminot/orgs,https://api.github.com/users/sminot/repos,https://api.github.com/users/sminot/events{/privacy},https://api.github.com/users/sminot/received_events,User,public,False,1
nf-core,sarek,rhagenson,1,rhagenson,5414719,MDQ6VXNlcjU0MTQ3MTk=,https://avatars.githubusercontent.com/u/5414719?v=4,,https://api.github.com/users/rhagenson,https://github.com/rhagenson,https://api.github.com/users/rhagenson/followers,https://api.github.com/users/rhagenson/following{/other_user},https://api.github.com/users/rhagenson/gists{/gist_id},https://api.github.com/users/rhagenson/starred{/owner}{/repo},https://api.github.com/users/rhagenson/subscriptions,https://api.github.com/users/rhagenson/orgs,https://api.github.com/users/rhagenson/repos,https://api.github.com/users/rhagenson/events{/privacy},https://api.github.com/users/rhagenson/received_events,User,public,False,1
nf-core,sarek,pmoris,1,pmoris,13552343,MDQ6VXNlcjEzNTUyMzQz,https://avatars.githubusercontent.com/u/13552343?v=4,,https://api.github.com/users/pmoris,https://github.com/pmoris,https://api.github.com/users/pmoris/followers,https://api.github.com/users/pmoris/following{/other_user},https://api.github.com/users/pmoris/gists{/gist_id},https://api.github.com/users/pmoris/starred{/owner}{/repo},https://api.github.com/users/pmoris/subscriptions,https://api.github.com/users/pmoris/orgs,https://api.github.com/users/pmoris/repos,https://api.github.com/users/pmoris/events{/privacy},https://api.github.com/users/pmoris/received_events,User,public,False,1
nf-core,sarek,plu1087,1,plu1087,2544217,MDQ6VXNlcjI1NDQyMTc=,https://avatars.githubusercontent.com/u/2544217?v=4,,https://api.github.com/users/plu1087,https://github.com/plu1087,https://api.github.com/users/plu1087/followers,https://api.github.com/users/plu1087/following{/other_user},https://api.github.com/users/plu1087/gists{/gist_id},https://api.github.com/users/plu1087/starred{/owner}{/repo},https://api.github.com/users/plu1087/subscriptions,https://api.github.com/users/plu1087/orgs,https://api.github.com/users/plu1087/repos,https://api.github.com/users/plu1087/events{/privacy},https://api.github.com/users/plu1087/received_events,User,public,False,1
nf-core,sarek,olgabot,1,olgabot,806256,MDQ6VXNlcjgwNjI1Ng==,https://avatars.githubusercontent.com/u/806256?v=4,,https://api.github.com/users/olgabot,https://github.com/olgabot,https://api.github.com/users/olgabot/followers,https://api.github.com/users/olgabot/following{/other_user},https://api.github.com/users/olgabot/gists{/gist_id},https://api.github.com/users/olgabot/starred{/owner}{/repo},https://api.github.com/users/olgabot/subscriptions,https://api.github.com/users/olgabot/orgs,https://api.github.com/users/olgabot/repos,https://api.github.com/users/olgabot/events{/privacy},https://api.github.com/users/olgabot/received_events,User,public,False,1
nf-core,sarek,MatthiasZepper,1,MatthiasZepper,6963520,MDQ6VXNlcjY5NjM1MjA=,https://avatars.githubusercontent.com/u/6963520?v=4,,https://api.github.com/users/MatthiasZepper,https://github.com/MatthiasZepper,https://api.github.com/users/MatthiasZepper/followers,https://api.github.com/users/MatthiasZepper/following{/other_user},https://api.github.com/users/MatthiasZepper/gists{/gist_id},https://api.github.com/users/MatthiasZepper/starred{/owner}{/repo},https://api.github.com/users/MatthiasZepper/subscriptions,https://api.github.com/users/MatthiasZepper/orgs,https://api.github.com/users/MatthiasZepper/repos,https://api.github.com/users/MatthiasZepper/events{/privacy},https://api.github.com/users/MatthiasZepper/received_events,User,public,False,1
nf-core,sarek,alneberg,1,alneberg,1250075,MDQ6VXNlcjEyNTAwNzU=,https://avatars.githubusercontent.com/u/1250075?v=4,,https://api.github.com/users/alneberg,https://github.com/alneberg,https://api.github.com/users/alneberg/followers,https://api.github.com/users/alneberg/following{/other_user},https://api.github.com/users/alneberg/gists{/gist_id},https://api.github.com/users/alneberg/starred{/owner}{/repo},https://api.github.com/users/alneberg/subscriptions,https://api.github.com/users/alneberg/orgs,https://api.github.com/users/alneberg/repos,https://api.github.com/users/alneberg/events{/privacy},https://api.github.com/users/alneberg/received_events,User,public,False,1
nf-core,sarek,GCJMackenzie,1,GCJMackenzie,43276267,MDQ6VXNlcjQzMjc2MjY3,https://avatars.githubusercontent.com/u/43276267?v=4,,https://api.github.com/users/GCJMackenzie,https://github.com/GCJMackenzie,https://api.github.com/users/GCJMackenzie/followers,https://api.github.com/users/GCJMackenzie/following{/other_user},https://api.github.com/users/GCJMackenzie/gists{/gist_id},https://api.github.com/users/GCJMackenzie/starred{/owner}{/repo},https://api.github.com/users/GCJMackenzie/subscriptions,https://api.github.com/users/GCJMackenzie/orgs,https://api.github.com/users/GCJMackenzie/repos,https://api.github.com/users/GCJMackenzie/events{/privacy},https://api.github.com/users/GCJMackenzie/received_events,User,public,False,1
nf-core,sarek,ameynert,1,ameynert,6746627,MDQ6VXNlcjY3NDY2Mjc=,https://avatars.githubusercontent.com/u/6746627?v=4,,https://api.github.com/users/ameynert,https://github.com/ameynert,https://api.github.com/users/ameynert/followers,https://api.github.com/users/ameynert/following{/other_user},https://api.github.com/users/ameynert/gists{/gist_id},https://api.github.com/users/ameynert/starred{/owner}{/repo},https://api.github.com/users/ameynert/subscriptions,https://api.github.com/users/ameynert/orgs,https://api.github.com/users/ameynert/repos,https://api.github.com/users/ameynert/events{/privacy},https://api.github.com/users/ameynert/received_events,User,public,False,1
nf-core,sarek,ATpoint,1,ATpoint,21218078,MDQ6VXNlcjIxMjE4MDc4,https://avatars.githubusercontent.com/u/21218078?v=4,,https://api.github.com/users/ATpoint,https://github.com/ATpoint,https://api.github.com/users/ATpoint/followers,https://api.github.com/users/ATpoint/following{/other_user},https://api.github.com/users/ATpoint/gists{/gist_id},https://api.github.com/users/ATpoint/starred{/owner}{/repo},https://api.github.com/users/ATpoint/subscriptions,https://api.github.com/users/ATpoint/orgs,https://api.github.com/users/ATpoint/repos,https://api.github.com/users/ATpoint/events{/privacy},https://api.github.com/users/ATpoint/received_events,User,public,False,1
nf-core,sarek,AitorPeseta,1,AitorPeseta,119889829,U_kgDOByVfpQ,https://avatars.githubusercontent.com/u/119889829?v=4,,https://api.github.com/users/AitorPeseta,https://github.com/AitorPeseta,https://api.github.com/users/AitorPeseta/followers,https://api.github.com/users/AitorPeseta/following{/other_user},https://api.github.com/users/AitorPeseta/gists{/gist_id},https://api.github.com/users/AitorPeseta/starred{/owner}{/repo},https://api.github.com/users/AitorPeseta/subscriptions,https://api.github.com/users/AitorPeseta/orgs,https://api.github.com/users/AitorPeseta/repos,https://api.github.com/users/AitorPeseta/events{/privacy},https://api.github.com/users/AitorPeseta/received_events,User,public,False,1
