pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTE5NDUyODQy,New logos for the splash screen.,MERGED,2017-05-08T13:53:49Z,2017-05-09T08:53:24Z,2017-05-09T08:53:24Z,2017-05-09T08:53:24Z,thpar,https://github.com/GenomeView/genomeview/pull/2
MDExOlB1bGxSZXF1ZXN0MTE5NDcxNDU1,Remove spaces from the location field in Edit Structure dialog to adh…,MERGED,2017-05-08T15:21:18Z,2017-05-09T08:58:11Z,2017-05-09T08:58:11Z,2017-05-09T08:58:11Z,thpar,https://github.com/GenomeView/genomeview/pull/3
MDExOlB1bGxSZXF1ZXN0MjUzMDcyMjQx,Wrap Save Dialog ContentPane into a JScrollPane,OPEN,2019-02-14T13:29:46Z,2019-02-14T13:29:46Z,,,thpar,https://github.com/GenomeView/genomeview/pull/5
