login,avatarUrl,url,starredAt
timknut,https://avatars.githubusercontent.com/u/5804726?u=f6232936de38cbd9ee07ed27c309ad3658ea0cb1&v=4,https://github.com/timknut,2017-05-04T12:05:32Z
maggiesudo,https://avatars.githubusercontent.com/u/89386700?u=7313bb2694c9c9d9472d32296f96b13b99285e53&v=4,https://github.com/maggiesudo,2021-09-28T21:12:36Z
