login,avatarUrl,url,starredAt
vdargisrobinson,https://avatars.githubusercontent.com/u/11775947?v=4,https://github.com/vdargisrobinson,2016-03-29T18:29:42Z
kasravnd,https://avatars.githubusercontent.com/u/5694520?u=0c5e6dc4f9fbbbbe265f0565e74de9b6ceaeae86&v=4,https://github.com/kasravnd,2016-05-15T21:16:02Z
