repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
nshanian,ChIP-seq,nshanian,23,nshanian,157427292,U_kgDOCWImXA,https://avatars.githubusercontent.com/u/157427292?v=4,,https://api.github.com/users/nshanian,https://github.com/nshanian,https://api.github.com/users/nshanian/followers,https://api.github.com/users/nshanian/following{/other_user},https://api.github.com/users/nshanian/gists{/gist_id},https://api.github.com/users/nshanian/starred{/owner}{/repo},https://api.github.com/users/nshanian/subscriptions,https://api.github.com/users/nshanian/orgs,https://api.github.com/users/nshanian/repos,https://api.github.com/users/nshanian/events{/privacy},https://api.github.com/users/nshanian/received_events,User,public,False,23
