repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
EmilioKolo,ChIP-seq-analysis-scripts,EmilioKolo,56,EmilioKolo,26635839,MDQ6VXNlcjI2NjM1ODM5,https://avatars.githubusercontent.com/u/26635839?v=4,,https://api.github.com/users/EmilioKolo,https://github.com/EmilioKolo,https://api.github.com/users/EmilioKolo/followers,https://api.github.com/users/EmilioKolo/following{/other_user},https://api.github.com/users/EmilioKolo/gists{/gist_id},https://api.github.com/users/EmilioKolo/starred{/owner}{/repo},https://api.github.com/users/EmilioKolo/subscriptions,https://api.github.com/users/EmilioKolo/orgs,https://api.github.com/users/EmilioKolo/repos,https://api.github.com/users/EmilioKolo/events{/privacy},https://api.github.com/users/EmilioKolo/received_events,User,public,False,56
