pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NjE4OTYxNTY=,Update README.md,MERGED,2016-03-07T10:10:40Z,2016-03-07T12:32:32Z,2016-03-07T12:32:32Z,2016-03-07T12:32:32Z,nikete,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/1
MDExOlB1bGxSZXF1ZXN0OTQ0OTE1MzE=,fixes for a few typos,MERGED,2016-11-19T18:59:33Z,2019-01-17T12:29:26Z,2019-01-17T12:29:26Z,2019-01-17T12:29:26Z,kern3020,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/2
MDExOlB1bGxSZXF1ZXN0MjQwNzQ5MTE1,Update README.md,MERGED,2018-12-24T09:54:43Z,2019-01-17T12:29:53Z,2019-01-17T12:29:53Z,2019-01-17T12:29:53Z,popucui,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/3
PR_kwDOAeFSts5QcI5a,Minor fixes and modifications to adapt tutorial for evomics2023,MERGED,2023-05-13T14:44:20Z,2023-05-13T16:07:17Z,2023-05-13T16:07:17Z,2023-05-13T16:07:17Z,ksinghal28,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/5
PR_kwDOAeFSts5QdIpL,Minor update to README.md (specific to Evomics2023),OPEN,2023-05-14T14:19:52Z,2023-05-14T14:48:02Z,,,ksinghal28,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/6
PR_kwDOAeFSts5QnsoX,Evomics2023,OPEN,2023-05-16T14:07:33Z,2023-05-16T18:42:48Z,,,ekg,https://github.com/ekg/alignment-and-variant-calling-tutorial/pull/7
