pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOGWybpc4vzYMY,Increase bwa walltime from 1 to 12 hours,MERGED,2021-12-14T06:22:44Z,2021-12-14T22:22:45Z,2021-12-14T06:35:25Z,2021-12-14T06:35:25Z,JocelynSP,https://github.com/jbedo/malaria-variant-calling/pull/1
