pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOJyPBDc5fm3p8,fix(UI): Remove lateral panels in improvement and harmonization,MERGED,2023-11-16T09:32:18Z,2023-11-28T13:10:57Z,2023-11-16T09:32:40Z,2023-11-16T09:32:40Z,Rapsssito,https://github.com/EUCANCan/oncoliner/pull/2
PR_kwDOJyPBDc5g5RBC,fix(UI): Selection in dropdown accordion now displays its hierarchy,MERGED,2023-12-01T12:37:47Z,2024-07-17T08:06:30Z,2023-12-01T12:38:15Z,2023-12-01T12:38:15Z,Rapsssito,https://github.com/EUCANCan/oncoliner/pull/3
