pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOGpskjM4y5phc,Bcftools variant call,MERGED,2022-02-16T04:38:27Z,2022-02-16T10:02:18Z,2022-02-16T10:02:18Z,2022-02-16T10:02:18Z,tomarovsky,https://github.com/rutaolta/varcaller/pull/1
PR_kwDOGpskjM4zK_SH,пурум-пум-пум,MERGED,2022-02-19T09:59:56Z,2022-02-19T17:33:41Z,2022-02-19T17:33:41Z,2022-02-19T17:33:41Z,atotickov,https://github.com/rutaolta/varcaller/pull/2
PR_kwDOGpskjM4z_Nk1,f,MERGED,2022-03-05T08:19:59Z,2022-03-05T08:20:22Z,2022-03-05T08:20:22Z,2022-03-05T08:20:22Z,atotickov,https://github.com/rutaolta/varcaller/pull/3
PR_kwDOGpskjM4z_Pqd,f,MERGED,2022-03-05T09:13:02Z,2022-03-05T09:13:09Z,2022-03-05T09:13:09Z,2022-03-05T09:13:09Z,atotickov,https://github.com/rutaolta/varcaller/pull/4
