repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
gsartonl,GenomeAssembly,gsartonl,4,gsartonl,43962356,MDQ6VXNlcjQzOTYyMzU2,https://avatars.githubusercontent.com/u/43962356?v=4,,https://api.github.com/users/gsartonl,https://github.com/gsartonl,https://api.github.com/users/gsartonl/followers,https://api.github.com/users/gsartonl/following{/other_user},https://api.github.com/users/gsartonl/gists{/gist_id},https://api.github.com/users/gsartonl/starred{/owner}{/repo},https://api.github.com/users/gsartonl/subscriptions,https://api.github.com/users/gsartonl/orgs,https://api.github.com/users/gsartonl/repos,https://api.github.com/users/gsartonl/events{/privacy},https://api.github.com/users/gsartonl/received_events,User,public,False,4
